#{"t_start": 1789711133.5131352, "env_id": "None"}
r,l,t
-89.788509,300,2.651062
-137.477088,300,3.56742
-117.129201,300,4.41649
-58.828997,300,4.91786
-55.134897,300,5.402786
-133.902829,300,6.315842
-108.668392,300,7.132731
-108.017492,300,8.000124
-74.291217,300,8.596771
-118.831938,300,9.710481
-115.590358,300,10.49979
-148.907175,300,11.71584
-88.855955,300,12.401684
-148.630021,300,13.567567
-91.311617,300,14.285661
-87.034175,300,14.951614
-107.100876,300,15.783447
-98.019101,300,16.596353
-105.295096,300,17.382182
-73.712671,300,18.198428
-139.403421,300,19.54959
-107.437021,300,20.497257
-113.850775,300,21.468366
-76.029288,300,22.248945
-85.625075,300,23.04889
-66.885709,300,23.700571
-94.131968,300,24.44815
-138.122992,300,25.567998
-75.769217,300,26.1499
-129.938875,300,27.048565
-111.374951,300,27.803772
-55.039417,300,28.36365
-115.284655,300,29.048833
-71.358213,300,29.730145
-141.090568,300,30.734109
-66.018146,300,31.329018
-118.779788,300,32.248415
-69.250459,300,32.915248
-110.806188,300,33.66546
-99.505463,300,34.315363
-109.488471,300,35.132769
-118.096442,300,35.96432
-112.089847,300,36.682343
-99.973059,300,37.51316
-128.359813,300,38.315666
-64.249759,300,38.948188
-146.982838,300,39.781656
-44.505538,300,40.432456
-94.632459,300,41.376264
-114.116268,300,42.41492
-89.947222,300,43.21515
-81.806964,300,43.981811
-94.871959,300,44.781642
-99.635234,300,45.399255
-117.139338,300,46.331605
-27.642804,300,46.797433
-109.222238,300,47.632051
-59.406897,300,48.282877
-134.528896,300,49.031397
-105.062238,300,49.831338
-79.513809,300,50.580626
-99.058868,300,51.344673
-69.007659,300,51.983611
-81.131784,300,52.615023
-90.381834,300,53.264996
-116.507376,300,54.180839
-106.772604,300,55.081027
-73.631268,300,55.716438
-74.622792,300,56.430526
-129.174646,300,57.381888
-40.662472,300,57.996949
-78.83898,300,58.873983
-99.990093,300,59.721645
-144.865346,300,60.830454
-124.20208,300,61.897626
-128.92775,300,62.88136
-85.825122,300,63.81447
-128.726122,300,64.815736
-85.252447,300,65.748296
-90.918326,300,66.81682
-79.818288,300,67.614097
-115.202364,300,68.612412
-60.865009,300,69.314286
-45.334809,300,70.081916
-68.569013,300,70.864283
-92.453588,300,71.981403
-134.604101,300,73.443523
-51.766284,300,74.216797
-95.69433,300,75.312902
-75.730418,300,76.134913
-81.68535,300,76.996152
-87.160659,300,77.947668
-102.180184,300,79.407512
-58.968359,300,80.353918
-91.480284,300,81.600727
-102.36033,300,82.731177
-63.404205,300,83.692801
-86.204626,300,84.829615
-102.61203,300,86.145105
-23.845325,300,87.064638
-42.095034,300,87.959246
-100.74363,300,89.183337
-64.109209,300,90.259432
-102.068355,300,91.519389
-83.014638,300,92.60324
-86.401222,300,93.58858
-80.048301,300,94.765693
-61.050797,300,95.813856
-100.397222,300,97.051577
-27.745717,300,97.735659
-23.135525,300,98.465414
-80.621196,300,99.633894
-77.964601,300,100.76759
-87.003643,300,101.799657
-48.847151,300,102.623084
-82.877943,300,103.629992
-44.497017,300,104.488552
-79.317101,300,105.576178
-78.898826,300,106.991625
-79.685555,300,108.541121
-73.472522,300,110.459707
-24.563759,300,111.887296
-91.717813,300,114.081848
-122.503709,300,116.452243
-29.237188,300,118.167489
-114.877051,300,120.167929
-103.334847,300,122.144837
-109.359313,300,124.405407
-55.19185,300,125.756893
-114.228814,300,127.960596
-27.842675,300,129.2791
-89.330655,300,131.159341
-90.628018,300,133.364609
-106.170484,300,135.698775
-65.922943,300,137.437707
-64.180684,300,139.159088
-85.171688,300,140.947881
-49.788655,300,142.750377
-78.431918,300,144.900601
-25.301242,300,146.246731
-66.136338,300,148.082861
-101.129417,300,150.261937
-97.613751,300,152.554039
-91.776542,300,154.807767
-68.061447,300,156.80542
-48.441196,300,158.608931
-41.516926,300,160.354894
-47.487759,300,162.286657
-82.648021,300,164.529845
-73.994247,300,166.690494
-102.161406,300,169.173696
-36.444055,300,170.871712
-51.526859,300,172.605001
-73.536459,300,174.38118
-100.647584,300,176.689409
-87.764472,300,178.58838
-89.302988,300,180.534569
-110.903901,300,182.665466
-48.712076,300,184.194337
-79.169985,300,185.849901
-40.44468,300,187.282608
-84.095671,300,189.272931
-94.798126,300,191.274991
-74.912221,300,193.128182
-120.647622,300,195.370193
-86.299571,300,197.403865
-34.109313,300,198.891243
-82.532651,300,200.959724
-76.67758,300,202.720556
-83.411284,300,204.392083
-124.722001,300,206.746157
-23.135609,300,208.049366
-52.648268,300,209.786547
-56.889276,300,212.452955
-79.505392,300,214.169108
-84.467088,300,215.973615
-40.749142,300,217.501579
-34.202176,300,218.935843
-50.597709,300,220.430661
-36.128167,300,221.900933
-76.220609,300,223.704544
-50.743746,300,225.36586
-52.611642,300,226.964966
-90.796297,300,228.963135
-122.115809,300,231.088697
-24.536834,300,232.32709
-89.468038,300,234.213422
-97.204588,300,236.129973
-136.59668,300,238.321216
-63.075371,300,239.952673
-42.890501,300,241.530869
-91.576405,300,243.809361
-78.231359,300,245.598754
-52.993688,300,247.064925
-75.174847,300,248.747386
-89.455072,300,250.715698
-37.312055,300,252.268513
-116.856376,300,254.458437
-59.120751,300,256.092575
-60.880234,300,257.702271
-72.586222,300,259.410004
-86.673897,300,261.210768
-98.60113,300,263.185189
-53.595759,300,264.69619
-40.361484,300,266.201997
-88.305147,300,268.024081
-66.056547,300,269.642853
-49.925726,300,271.221156
-100.585855,300,273.151488
-103.222868,300,275.176439
-101.87273,300,277.140645
-51.966388,300,278.621318
-55.185518,300,279.984715
-104.403881,300,281.2975
-58.403059,300,282.629564
-41.46473,300,284.118508
-70.560334,300,285.826808
-68.129963,300,287.177191
-63.209409,300,288.221169
-30.613159,300,288.88315
-76.678013,300,289.934556
-88.301151,300,290.737105
-74.234267,300,291.568382
-79.044493,300,292.385774
-54.003559,300,293.085582
-128.805801,300,294.135705
-55.075872,300,294.819211
-94.83551,300,295.733746
-88.955576,300,296.519087
-66.832613,300,297.168779
-82.669047,300,297.850852
-56.296742,300,298.568976
-71.323047,300,299.468952
-34.076767,300,300.119431
-57.675372,300,300.88528
-53.034109,300,301.651045
-82.872055,300,302.635451
-80.857243,300,303.636183
-60.06013,300,304.36724
-40.936113,300,305.034255
-70.926226,300,305.918558
-90.925563,300,306.851256
-69.149251,300,307.763821
-59.229976,300,308.585656
-86.06068,300,309.481171
-62.478234,300,310.335037
-97.057651,300,311.205145
-92.889455,300,312.234755
-117.396318,300,313.483698
-71.085618,300,314.418148
-40.119367,300,315.249903
-65.182772,300,318.680759
-25.702884,300,319.881301
-43.792521,300,321.305
-51.170421,300,322.920041
-30.707117,300,324.180515
-49.113051,300,325.667859
-27.63375,300,326.945223
-31.101884,300,328.245162
-88.988876,300,330.097701
-94.98263,300,331.895889
-91.234105,300,333.710882
-111.587688,300,335.826757
-97.378959,300,337.64797
-95.761405,300,339.498043
-91.705684,300,341.420665
-54.821172,300,342.997089
-79.892396,300,344.800464
-62.0641,300,346.428417
-100.49763,300,348.43863
-57.344825,300,349.971919
-67.906268,300,351.44369
-92.333021,300,353.22087
-36.395809,300,354.542421
-66.269917,300,355.829614
-46.413905,300,356.629567
-89.214076,300,357.486513
-50.428692,300,358.465621
-72.447938,300,359.298993
-38.618396,300,359.948695
-41.242959,300,360.682192
-62.063413,300,361.364715
-117.217059,300,363.145817
-76.160551,300,370.622718
-96.010272,300,372.454778
-97.540938,300,374.364325
-64.48243,300,375.995751
-87.012605,300,377.728449
-59.50168,300,379.378267
-88.791805,300,381.257046
-82.338368,300,383.058072
-40.451196,300,384.591604
-86.546459,300,386.439975
-55.690201,300,387.966172
-106.343526,300,389.894432
-61.216834,300,391.504712
-110.762221,300,393.542001
-50.583726,300,395.072034
-49.437805,300,396.637076
-73.023229,300,398.298314
-41.667584,300,399.863662
-74.689376,300,401.635494
-86.84216,300,403.383907
-61.763714,300,404.885066
-76.355497,300,406.653838
-25.530659,300,407.869134
-69.364297,300,409.320179
-77.717821,300,411.073755
-54.205255,300,412.589867
-73.005734,300,414.265544
-81.216076,300,415.939354
-51.12123,300,417.487965
-33.374434,300,418.876286
-137.357371,300,421.213729
-45.327917,300,422.83963
-48.800809,300,424.372216
-89.008226,300,426.234599
-50.078784,300,427.593108
