controller,avg_waiting_time_mean,avg_waiting_time_std,avg_waiting_time_count,max_waiting_time_mean,max_waiting_time_std,max_waiting_time_count,avg_queue_mean,avg_queue_std,avg_queue_count,max_queue_mean,max_queue_std,max_queue_count,throughput_mean,throughput_std,throughput_count,phase_changes_mean,phase_changes_std,phase_changes_count,episode_reward_mean,episode_reward_std,episode_reward_count,unfinished_mean,unfinished_std,unfinished_count,not_inserted_mean,not_inserted_std,not_inserted_count
dqn,27.17629242477404,8.53491538263763,30,106.2,47.497295748792645,30,21.220388888888888,17.274140123003065,30,49.56666666666667,35.19177346398203,30,165.9,80.48317451064132,30,21.6,2.2833731853221617,30,-95.771930370566,51.109078875107215,30,39.7,41.00391066294985,30,0.6,3.286335345030997,30
fixed,19.099505403309536,8.650766023885653,30,90.46666666666667,42.9538512049075,30,15.793277777777778,14.91260395122202,30,36.0,28.864726116717332,30,169.86666666666667,81.72355982141904,30,33.0,0.0,30,-80.03172707176977,47.12469940637146,30,34.63333333333333,40.29501837382788,30,1.7,5.6272122086677445,30
