#{"t_start": 1789708854.4844115, "env_id": "None"}
r,l,t
-184.750225,300,4.833309
-173.6054,300,6.275448
-208.286196,300,8.247769
-210.817933,300,9.897912
-149.667088,300,10.76878
-148.048975,300,11.919637
-188.990625,300,13.26745
-170.639959,300,14.364727
-208.870875,300,15.722293
-198.676746,300,17.071402
-161.820459,300,18.130765
-192.800479,300,19.774524
-148.423646,300,21.129804
-139.595392,300,22.264968
-191.405929,300,23.822364
-153.842875,300,24.799984
-135.03965,300,25.737449
-115.602154,300,26.622283
-155.776638,300,27.940287
-182.146433,300,29.505362
-168.520371,300,30.78978
-218.422709,300,32.739573
-162.581558,300,34.185107
-210.950258,300,35.887786
-163.970571,300,37.340861
-138.811233,300,38.487292
-217.528925,300,40.506294
-78.617154,300,41.477055
-168.880829,300,42.971227
-171.220792,300,44.220255
-148.750062,300,45.529566
-160.447833,300,47.193167
-164.412367,300,48.757509
-218.701783,300,50.390479
-186.094892,300,52.089054
-167.156709,300,53.607828
-167.570596,300,55.010954
-142.351846,300,56.314239
-161.034767,300,57.828331
-174.842796,300,59.37042
-197.482546,300,61.526167
-187.849796,300,63.09663
-144.404084,300,64.486313
-121.870617,300,65.543683
-213.603975,300,67.319139
-141.891392,300,68.771013
-214.982738,300,70.677625
-100.162117,300,71.635792
-138.515146,300,72.719578
-168.247783,300,74.373868
-148.099271,300,75.686559
-171.90285,300,77.116131
-198.878508,300,78.839344
-165.808883,300,80.269062
-216.278559,300,82.453226
-173.191675,300,83.955628
-219.237675,300,86.153502
-192.893358,300,87.85257
-162.053025,300,89.157969
-114.826425,300,90.185468
-211.750404,300,91.782826
-144.752317,300,93.142942
-135.854029,300,94.193403
-119.482746,300,95.295569
-112.061317,300,96.457465
-178.2766,300,98.226614
-172.186742,300,100.046335
-135.844929,300,101.356731
-156.643904,300,102.827876
-194.456617,300,104.834553
-183.860138,300,106.78473
-190.962192,300,108.544825
-152.634388,300,109.966442
-144.623546,300,111.741976
-203.89865,300,114.357137
-99.051183,300,115.545486
-201.373854,300,117.210707
-159.197108,300,119.166034
-227.356559,300,121.430611
-196.171829,300,123.341539
-95.903275,300,124.376121
-148.114483,300,125.93452
-221.980225,300,127.949089
-180.833784,300,129.726344
-229.606346,300,131.450619
-169.906454,300,133.034658
-135.326904,300,134.408259
-165.930809,300,135.999892
-171.436988,300,137.78998
-161.0609,300,139.663024
-230.819404,300,141.398007
-136.855358,300,142.646204
-164.581004,300,144.125645
-165.869196,300,145.929293
-195.796488,300,147.979215
-181.064729,300,149.784837
-199.839134,300,151.233803
-200.070217,300,153.168745
-204.35105,300,155.248072
-150.972025,300,156.582819
-147.74485,300,158.659353
-163.022896,300,160.465186
-193.689521,300,161.98565
-193.199992,300,163.715849
-159.884913,300,165.736024
-178.528513,300,167.582052
-180.701204,300,169.317601
-127.059313,300,170.631143
-222.032471,300,172.965578
-150.992725,300,174.661108
-182.306592,300,176.443552
-175.069442,300,178.375971
-223.851054,300,180.454691
-172.946942,300,182.245765
-139.054575,300,183.448868
-140.156954,300,184.83009
-144.463859,300,186.447344
-169.621484,300,188.197345
-191.093379,300,189.79811
-126.189546,300,190.994866
-162.854725,300,192.546436
-138.627063,300,194.214159
-145.500792,300,195.746872
-160.854379,300,197.106017
-198.651296,300,198.897363
-202.720917,300,200.847885
-177.684729,300,202.959645
-158.348138,300,204.567717
-108.960184,300,205.744145
-244.207613,300,208.212999
-128.271271,300,209.436325
-130.5127,300,210.524202
-158.927813,300,212.263334
-168.486733,300,214.375805
-185.510125,300,216.106312
-220.893125,300,218.412
-172.651317,300,219.652743
-181.816271,300,221.45248
-188.043475,300,223.715689
-181.429113,300,226.252582
-199.322409,300,228.852071
-165.114925,300,230.588893
-160.831609,300,232.261337
-160.868142,300,234.441321
-169.566792,300,236.577567
-130.8508,300,237.86269
-187.685854,300,239.613225
-168.178434,300,241.544713
-208.839546,300,243.722326
-167.240692,300,245.834291
-149.995688,300,247.737743
-207.624683,300,250.077442
-201.794204,300,252.143892
-179.822988,300,254.055673
-165.749817,300,255.990262
-212.60088,300,258.750538
-159.448896,300,260.813807
-203.409654,300,263.182949
-225.765855,300,265.982475
-171.976871,300,267.739394
-111.686517,300,268.82618
-189.32368,300,270.633993
-142.57195,300,271.943679
-171.48185,300,273.545657
-161.760179,300,275.447555
-119.735842,300,276.874588
-153.614788,300,278.693202
-164.80105,300,280.601531
-169.692196,300,282.86881
-170.060609,300,285.018009
-128.946096,300,286.344904
-183.439883,300,288.811053
-185.907884,300,291.018064
-153.156184,300,292.929281
-185.948233,300,294.76825
-171.001804,300,296.842298
-117.131775,300,298.385602
-213.191092,300,300.850015
-154.573838,300,302.850449
-213.690271,300,305.517144
-160.567467,300,307.277289
-155.592775,300,308.866138
-148.019692,300,310.579195
-195.016025,300,312.90005
-173.211558,300,314.907819
-150.105867,300,316.496504
-146.921033,300,318.316357
-143.119004,300,320.178851
-183.970392,300,322.532492
-215.551459,300,324.929418
-145.195613,300,326.699037
-134.81755,300,328.11102
-166.873154,300,330.04756
-125.139142,300,331.505236
-92.286254,300,332.745715
-173.490638,300,334.751842
-117.938804,300,336.666018
-138.014125,300,338.548828
-170.3198,300,341.020809
-210.564588,300,344.303222
-168.57078,300,346.820196
-130.94105,300,348.778141
-100.811663,300,350.254382
-127.148233,300,351.977939
-84.53695,300,353.293459
-172.741596,300,355.047882
-204.720984,300,357.74074
-112.721313,300,359.555919
-189.789325,300,362.17733
-171.212825,300,364.632248
-191.899325,300,367.264583
-180.454013,300,370.10404
-193.967538,300,373.21881
-130.120162,300,375.395431
-137.445763,300,377.623188
-176.553588,300,380.278457
-147.985746,300,382.67616
-116.447538,300,384.547456
-141.462521,300,386.959214
-151.0475,300,389.81714
-104.499967,300,391.06119
-140.565846,300,393.047984
-155.910475,300,395.465281
-183.124917,300,397.88802
-93.1506,300,399.077288
-130.826925,300,401.041239
-133.380496,300,402.71163
-142.542875,300,404.630195
-189.687171,300,407.323845
-175.920417,300,409.882544
-122.131567,300,411.402675
-161.602642,300,413.609822
-130.526321,300,415.234258
-162.675867,300,417.402623
-193.509175,300,419.876579
-161.256263,300,421.807738
-101.603304,300,423.064873
-145.790417,300,425.439578
-94.509717,300,426.733756
-186.544096,300,429.216687
-166.263688,300,430.947767
-137.792913,300,432.573815
-176.243942,300,434.561672
-164.158867,300,436.912014
-151.359575,300,438.649261
-168.502846,300,440.742025
-149.056717,300,442.309971
-179.826542,300,444.436968
-161.163509,300,446.37591
-180.000734,300,448.265093
-141.643809,300,449.922791
-166.635454,300,451.709548
-169.897509,300,453.902303
-106.781133,300,455.31757
-207.642592,300,457.813567
-133.471671,300,459.325998
-180.430879,300,461.287565
-146.028575,300,463.078763
-154.769946,300,465.162066
-110.186558,300,466.601118
-164.704234,300,468.627554
-171.826142,300,470.915667
-127.796159,300,472.742118
-186.357467,300,474.829746
-158.120288,300,477.463086
-183.307521,300,480.041619
-173.86205,300,482.349329
-101.0767,300,483.723183
-132.300383,300,485.44328
-114.673296,300,487.039625
-122.67155,300,488.617962
-153.47753,300,491.006115
-151.227067,300,493.121676
-143.943071,300,495.252537
