episode,controller,seed,traffic_scenario,realized_scenario,avg_waiting_time,max_waiting_time,avg_queue,max_queue,throughput,episode_reward,departed,unfinished,pending,max_pending,collisions,teleports,duration,reward_queue,reward_waiting,reward_max_waiting,reward_switching,phase_changes,forced_changes,scheduled,not_inserted,route_sha256
1,dqn,134,random,heavy,30.073275862068964,95.0,23.256666666666668,57,167,-150.72642520928287,232,65,0,2,0,0,300.0,-21.803125193342566,-11.548300039572496,-62.37499997636769,-55.0,55,1,232,0,b0682668f42f500aab9e14c92a5db24bf41a07dc64f61bdc53742cf5bc9665e3
2,dqn,129,random,left_heavy,42.76384839650146,112.0,48.89833333333333,104,178,-211.78943387125125,343,165,16,20,0,0,300.0,-45.757812861236744,-36.982662571914965,-74.04895843809936,-55.0,55,1,359,16,4073a805572b0b716bbf6c1b4450a7fa0f76d1fbf10053b5b89a7708e052f884
3,dqn,798,random,ew_heavy,21.711656441717793,76.5,11.796666666666667,25,143,-119.5178043265368,163,20,0,1,0,0,300.0,-11.059375202748924,-4.548012497765741,-48.9104166260222,-55.0,55,0,163,0,29c7427026772cee900c4a8db273955ffad288a3575959829cf4b9ff2db78d9b
4,dqn,500,random,left_heavy,37.43438914027149,136.0,27.58,65,144,-172.65797529055337,221,77,6,8,0,0,300.0,-25.856250245007686,-19.551725056139546,-70.2499999894062,-57.0,57,0,227,6,960b4f8a37cb30f594872518b915d2fb88deaa3f72f1f908eb3f62285d674c15
5,dqn,591,random,balanced,33.089473684210525,89.0,20.956666666666667,67,135,-140.39927528729234,190,55,0,2,0,0,300.0,-19.59062522451859,-12.324274976975712,-53.48437508579809,-55.0,55,1,190,0,e84ee16807ff7b35ab28cb371015d08f8d4773b76a2d47e92baa58b30e7852b0
6,dqn,602,random,ns_heavy,59.38636363636363,166.0,52.26,129,122,-238.34445830108464,264,142,0,2,0,0,300.0,-46.959374992293306,-41.96737495413757,-93.41770835465286,-56.0,56,1,264,0,c0f401ab8b142d995def02c7ea1d8fa2f258092bf9f89c64bb00a105dd2a6fce
7,dqn,713,random,ew_heavy,36.55681818181818,103.5,26.808333333333334,62,134,-161.89993777178816,220,86,0,2,0,0,300.0,-25.1328127537854,-15.99525001779329,-64.77187500020955,-56.0,56,0,220,0,cf06810f86bbfbf5d1fa75f3976f9dd809fd849b3398207e31c95efd63b068f0
8,dqn,29,random,low,34.99441340782123,99.5,20.88,58,125,-147.1322625917309,179,54,0,1,0,0,300.0,-19.575000173645094,-11.694762517690831,-59.86249990039505,-56.0,56,1,179,0,99f2846174037385b882a4c714e8234606c6ee9e277f5812400eb4ce8dda25be
9,dqn,486,random,ew_heavy,43.33712121212121,117.5,38.13666666666666,93,134,-190.600020945329,264,130,0,3,0,0,300.0,-35.57656260463409,-27.587000036519747,-69.43645830417518,-58.0,58,0,264,0,c48174d291d4179fa2478861367ed6d97846c57069e05b161ba92a842ac12403
10,dqn,148,random,balanced,38.99579831932773,130.0,30.936666666666667,80,162,-192.0264792697905,238,76,0,1,0,0,300.0,-29.003125295159407,-21.55668746558295,-84.46666650904808,-57.0,57,1,238,0,c7c282b923a371314d119956770922f3bf09aeabf5f788ce7b2f6677b27ee084
