#{"t_start": 1789709724.8434823, "env_id": "None"}
r,l,t
-89.788509,300,7.009623
-137.477088,300,9.349117
-117.129201,300,11.275606
-58.828997,300,12.342495
-55.134897,300,13.488218
-133.902829,300,15.440071
-108.668392,300,17.248942
-108.017492,300,18.791175
-74.291217,300,19.704831
-118.831938,300,21.143789
-115.590358,300,22.750164
-148.907175,300,24.609823
-88.855955,300,25.789369
-148.630021,300,27.795783
-91.311617,300,28.98995
-87.034175,300,30.336893
-107.883976,300,32.082722
-91.856801,300,33.793343
-105.295096,300,35.587993
-73.712671,300,37.061634
-136.554092,300,39.560502
-107.437021,300,41.439809
-113.850775,300,43.415821
-72.017305,300,44.731696
-85.527817,300,46.338127
-66.885709,300,47.811139
-94.131968,300,49.543699
-138.122992,300,53.643285
-75.769217,300,56.273203
-129.938875,300,59.59981
-111.374951,300,62.783889
-52.804871,300,65.081099
-110.023413,300,68.080081
-71.973722,300,70.458874
-140.323147,300,74.187532
-63.43523,300,76.372805
-118.690172,300,79.039211
-65.115555,300,80.172492
-109.176342,300,81.793704
-100.289964,300,83.36973
-111.243005,300,84.821996
-114.208783,300,86.168138
-112.470471,300,88.008503
-106.504525,300,91.860362
-125.203459,300,95.555438
-66.359572,300,98.209975
-147.781305,300,101.810321
-45.458947,300,104.062616
-94.555934,300,107.311009
-114.215109,300,111.735389
-89.307814,300,114.337613
-82.004321,300,116.439025
-94.871959,300,118.786278
-98.269239,300,121.202173
-124.779022,300,124.657799
-27.652259,300,126.253451
-109.486701,300,129.283667
-59.304567,300,131.50977
-132.335438,300,134.89666
-107.206826,300,137.983824
-88.219068,300,140.485866
-103.923259,300,143.056993
-69.93243,300,145.377295
-76.973209,300,147.863583
-91.957793,300,150.470351
-119.134413,300,153.612365
-106.464679,300,156.471709
-76.653334,300,158.718406
-78.93045,300,161.238951
-129.58008,300,166.139013
-50.772505,300,168.742688
-85.895755,300,171.215473
-101.652759,300,173.36124
-139.137375,300,176.233698
-124.923138,300,178.497538
-126.831367,300,180.756901
-95.910796,300,183.039992
-129.574834,300,185.323362
-87.88468,300,187.629257
-93.291301,300,189.781163
-83.582951,300,191.585253
-126.943885,300,193.795644
-59.591546,300,195.334726
-56.424101,300,196.874529
-68.895305,300,198.538706
-99.152813,300,200.659814
-140.408076,300,203.551281
-61.768926,300,205.357438
-115.336605,300,207.682313
-79.921159,300,209.523855
-84.448313,300,211.404872
-94.666609,300,213.150145
-112.671788,300,215.190252
-66.466097,300,216.971504
-99.99958,300,219.22118
-130.128246,300,221.501212
-70.713551,300,223.160895
-111.033463,300,225.306431
-144.897701,300,227.785213
-37.401755,300,229.395993
-50.679851,300,231.268486
-118.231042,300,233.970732
-120.201768,300,236.343274
-122.46948,300,239.062822
-127.179363,300,241.564626
-116.904109,300,243.997256
-112.467134,300,246.38467
-111.024884,300,248.788469
-150.957142,300,252.0153
-30.78655,300,253.834697
-27.515713,300,255.621464
-112.756159,300,258.215511
-113.209822,300,261.340471
-107.866264,300,263.915695
-63.149813,300,265.810678
-101.435584,300,267.908827
-67.461126,300,269.643325
-96.975726,300,271.722284
-99.70728,300,273.90002
-126.560154,300,276.384309
-108.465689,300,278.910107
-32.230742,300,280.393516
-115.341017,300,282.591585
-146.900684,300,285.303259
-45.326188,300,286.936695
-139.825755,300,289.62588
-127.23006,300,292.276258
-126.769417,300,295.319421
-64.6068,300,297.279658
-150.061043,300,300.012516
-32.584225,300,301.633435
-96.865522,300,303.849699
-110.868613,300,306.529616
-116.108159,300,309.158375
-97.300638,300,311.405945
-87.227143,300,313.406776
-106.319263,300,315.628724
-94.192672,300,317.714601
-115.737555,300,320.27235
-35.252396,300,321.832595
-114.268671,300,324.103374
-121.890638,300,326.765228
-116.022726,300,329.32658
-114.125551,300,331.617502
-115.88598,300,333.794648
-65.040072,300,335.579812
-66.418822,300,337.274739
-71.86063,300,339.082637
-93.07153,300,341.420308
-89.137277,300,343.669034
-128.506326,300,346.76267
-59.076484,300,348.847525
-72.273543,300,350.846354
-83.795572,300,352.741364
-120.50988,300,355.275125
-112.713709,300,357.570654
-103.596055,300,359.798607
-130.469209,300,362.068086
-57.663397,300,363.60476
-90.616576,300,365.504131
-55.604567,300,366.942448
-100.752398,300,368.911721
-143.650701,300,371.269569
-120.195063,300,373.359214
-150.939426,300,376.014292
-98.422446,300,378.338053
-37.772134,300,379.960453
-87.347443,300,382.077179
-95.898197,300,384.185276
-92.167913,300,386.909554
-150.29708,300,417.600477
-29.066009,300,419.452515
-78.802326,300,746.728571
-76.220168,300,748.294978
-104.538422,300,750.53798
-93.834247,300,753.403726
-55.76653,300,755.824306
-68.728163,300,758.081509
-61.861567,300,760.309076
-47.17103,300,762.261401
-90.660701,300,764.503178
-60.752592,300,766.392756
-58.439776,300,768.492749
-103.057264,300,771.188591
-130.482155,300,773.938304
-23.854184,300,775.212685
-117.99478,300,777.807077
-133.516905,300,780.642648
-149.652105,300,783.292058
-86.601926,300,785.449917
-49.671701,300,787.28262
-94.720568,300,789.524524
-101.057997,300,791.524244
