#{"t_start": 1789709724.8374605, "env_id": "None"}
r,l,t
-99.984247,300,7.186077
-180.201459,300,9.948958
-60.04253,300,11.152226
-116.241552,300,12.846679
-95.340959,300,14.434354
-121.847618,300,16.521372
-84.036888,300,17.906421
-76.336717,300,18.979873
-99.802176,300,20.319125
-111.325542,300,21.639537
-119.687709,300,23.212329
-113.553434,300,24.68063
-94.449834,300,26.043131
-109.388542,300,27.328665
-88.981293,300,28.474427
-103.008675,300,29.800569
-144.504892,300,31.894358
-74.223047,300,33.568247
-110.610713,300,35.694296
-83.066063,300,37.2356
-98.876155,300,38.920621
-96.158421,300,40.602366
-90.359947,300,42.156686
-65.064371,300,43.427962
-109.671801,300,45.415217
-89.275564,300,46.871734
-148.843401,300,49.161765
-105.119088,300,52.584803
-118.240013,300,55.545753
-152.520201,300,58.934283
-97.056817,300,62.004393
-93.314567,300,65.088166
-136.77413,300,68.612285
-158.737647,300,73.046968
-70.6654,300,75.311561
-83.720138,300,77.666673
-106.782105,300,79.566881
-111.975626,300,80.944676
-118.76003,300,82.827127
-134.10565,300,84.917385
-84.807192,300,86.124144
-99.021813,300,87.567073
-62.532242,300,89.5962
-126.175434,300,93.359529
-136.534142,300,97.375774
-153.458184,300,101.584136
-51.933859,300,103.835473
-144.027601,300,108.441993
-82.344734,300,112.357877
-97.504121,300,115.107883
-116.499984,300,117.595572
-86.133942,300,120.140514
-193.23338,300,124.466737
-147.343001,300,128.027796
-130.639992,300,131.311167
-94.077563,300,133.816249
-50.341793,300,136.321279
-109.005147,300,139.493099
-91.612547,300,142.056123
-152.469184,300,145.822846
-123.064346,300,148.722268
-104.584238,300,151.838994
-58.930138,300,153.789424
-106.974146,300,156.462023
-93.011455,300,159.213746
-131.404159,300,163.320996
-87.868038,300,167.354934
-137.861267,300,170.724817
-136.821063,300,173.347521
-111.699256,300,175.814973
-82.566588,300,177.664875
-111.533847,300,179.875339
-107.606126,300,182.243448
-96.507726,300,184.601967
-86.910709,300,186.542413
-43.831863,300,188.154016
-54.95318,300,189.802521
-126.207159,300,192.291925
-46.846534,300,193.599524
-137.477706,300,196.010256
-89.520492,300,197.797324
-110.561205,300,199.91772
-49.410555,300,201.303227
-111.522238,300,203.278462
-124.65738,300,205.850889
-78.487572,300,207.582062
-90.649297,300,209.520151
-115.601501,300,211.655047
-122.56773,300,213.931794
-62.153092,300,215.583457
-87.699047,300,217.529475
-118.355859,300,219.648151
-102.854596,300,221.98337
-138.912276,300,224.65013
-104.510059,300,226.701678
-68.849972,300,228.25007
-145.040117,300,230.889883
-96.749084,300,233.351815
-85.232655,300,235.197372
-130.989368,300,237.88553
-114.228697,300,240.447035
-149.254084,300,243.157355
-120.672163,300,245.646815
-99.421134,300,247.96614
-86.886726,300,250.50236
-93.495576,300,253.106369
-84.849897,300,255.502918
-100.227093,300,258.016562
