#{"t_start": 1789708299.8260207, "env_id": "None"}
r,l,t
-130.2944,300,2.637188
-181.076729,300,3.363464
-151.249896,300,3.942215
-106.844617,300,4.308786
-128.651571,300,4.698189
-136.857509,300,5.264885
-127.474559,300,5.925958
-137.000921,300,6.643837
-103.494959,300,7.1872
-160.364679,300,7.918995
-142.828138,300,8.549653
-177.6366,300,9.931202
-147.81275,300,10.617674
-207.784737,300,12.020837
-176.460621,300,12.618571
-120.707108,300,13.128411
-127.656779,300,13.74329
-125.852667,300,14.628024
-136.033438,300,15.475718
-85.088067,300,16.367559
-152.209288,300,17.621516
-171.577233,300,18.825212
-121.761654,300,19.911054
-97.72985,300,20.775338
-120.267696,300,21.684284
-97.540708,300,22.574981
-135.225721,300,23.525246
-196.374788,300,25.053401
-99.840342,300,26.00955
-146.414442,300,27.291923
-171.625158,300,28.241544
-93.4157,300,29.047824
-143.838579,300,30.041994
-97.244946,300,30.892654
-146.898504,300,31.875178
-82.994834,300,32.700628
-146.561346,300,34.000058
-103.926134,300,34.980173
-157.528175,300,35.724701
-132.293096,300,36.530382
-124.96535,300,37.492613
-154.840017,300,38.342754
-146.737233,300,39.675223
-156.883105,300,41.09194
-122.149038,300,41.871842
-95.111692,300,42.838646
-119.949959,300,43.907775
-55.704354,300,44.58867
-85.526229,300,45.406886
-138.334133,300,46.713498
-109.768521,300,47.671887
-115.481621,300,48.608011
-93.380421,300,49.458799
-101.08515,300,50.293356
-140.236996,300,51.474586
-69.537834,300,52.124702
-149.242484,300,53.357587
-74.5153,300,54.403364
-141.668871,300,55.517055
-153.245892,300,56.867316
-94.040467,300,58.459862
-80.9062,300,60.341243
-137.476013,300,62.156132
-113.899388,300,63.874499
-132.964621,300,65.370757
-142.17835,300,67.354175
-127.020409,300,68.800774
-96.547029,300,69.601496
-131.357371,300,70.853754
-163.047121,300,72.006412
-85.975188,300,72.7078
-126.120892,300,73.972242
-115.393034,300,75.557558
-169.477825,300,77.618532
-136.142971,300,78.975006
-154.626729,300,80.58859
-117.897742,300,81.728816
-143.498771,300,83.427973
-129.033442,300,84.740159
-120.260642,300,86.08439
-139.25875,300,87.229412
-128.9901,300,88.899569
-121.802392,300,90.289432
-69.407392,300,91.421412
-95.610867,300,92.713643
-154.207196,300,94.098155
-143.292217,300,96.338845
-106.226704,300,97.452633
-140.857634,300,99.082633
-78.776454,300,100.289489
-114.545392,300,101.771953
-141.788463,300,103.242122
-144.577484,300,104.682209
-100.057446,300,105.821801
-128.15715,300,107.265726
-156.367121,300,108.938172
-123.024367,300,110.230234
-148.744542,300,111.760428
-171.012271,300,113.243234
-84.594138,300,114.289035
-97.194425,300,115.720436
-155.9176,300,117.707198
-151.845254,300,119.354621
-144.270896,300,121.080849
-131.057921,300,122.407526
-162.689638,300,123.510018
-141.392296,300,124.867453
-126.143725,300,126.488994
-177.258196,300,128.15158
-105.785083,300,129.194377
-60.538263,300,130.038147
-156.639817,300,132.013406
-156.246721,300,134.821656
-128.248271,300,137.322971
-105.629871,300,139.306172
-134.463796,300,141.627045
-102.810054,300,143.446275
-128.189559,300,145.574288
-114.982075,300,147.956176
-142.667592,300,150.108662
-121.420017,300,152.403465
-59.450171,300,153.91517
-162.547863,300,156.30733
-185.823133,300,159.747937
-104.257725,300,161.659453
-148.750926,300,164.380291
-174.237871,300,167.050552
-154.402442,300,169.758943
-106.694904,300,172.022038
-152.457029,300,174.795819
-89.539413,300,176.498029
-134.895896,300,178.890881
-164.585713,300,181.645197
-146.211192,300,184.223347
-118.055854,300,186.546881
-143.673204,300,188.762514
-169.597308,300,191.005023
-137.110571,300,192.997488
-143.845671,300,195.78839
-65.321546,300,197.460823
-142.194192,300,198.692984
-144.126892,300,199.994405
-120.403096,300,201.111991
-123.877134,300,202.572907
-124.472205,300,203.645367
-101.480921,300,204.534952
-86.067425,300,205.399441
-136.726025,300,206.158507
-121.0816,300,207.318357
-114.853979,300,208.316089
-158.938758,300,210.368642
-122.442571,300,211.941603
-93.264542,300,213.383458
-118.422059,300,215.113136
-147.837734,300,217.396219
-126.303867,300,219.263762
-135.671034,300,221.214302
-164.235034,300,222.778853
-96.659317,300,223.95902
-120.688188,300,225.308058
-115.900075,300,226.22893
-130.326834,300,227.570589
-153.597596,300,228.681104
-131.092329,300,229.700045
-174.980509,300,231.224883
-143.122963,300,232.530647
-70.739542,300,233.31444
-99.570388,300,234.250013
-132.312892,300,235.137838
-124.274888,300,236.454755
-155.666225,300,238.796309
-53.732592,300,240.116957
-98.625654,300,241.748496
-90.089934,300,243.607606
-147.430013,300,245.383862
-121.272275,300,247.034093
-81.465742,300,248.737387
-100.613821,300,250.358696
-93.123454,300,252.07772
-93.341317,300,253.548222
-114.963829,300,255.366127
-87.735467,300,257.077526
-82.962521,300,258.477487
-114.613071,300,260.546627
-147.749617,300,262.363874
-42.183954,300,263.417824
-143.889871,300,265.620911
-155.068171,300,267.763618
-176.277363,300,269.513153
-115.435234,300,271.223709
-97.071938,300,272.846487
-141.872334,300,274.478541
-133.24438,300,276.202116
-87.886375,300,277.658439
-126.443696,300,279.5146
-136.537171,300,280.820425
-86.466667,300,281.686026
-192.809525,300,283.357803
-109.283188,300,284.696822
-93.082254,300,285.889107
-101.916021,300,287.079977
-168.9572,300,288.313849
-136.37115,300,289.996035
-109.692963,300,291.195324
-89.493475,300,292.39758
-156.348917,300,293.912998
-128.951559,300,295.014399
-107.952008,300,296.172224
-135.733471,300,297.810665
-146.457971,300,299.377806
-144.513396,300,300.962132
-101.549792,300,302.078271
-114.771484,300,303.323497
-132.633021,300,305.096458
-114.335729,300,306.527553
-94.947805,300,307.745603
-113.536817,300,309.024649
-102.91435,300,310.337359
-107.358979,300,311.411162
-64.703088,300,312.459819
-123.217371,300,313.761281
-147.978954,300,315.161433
-141.750713,300,316.357785
-137.619717,300,317.624325
-96.47405,300,318.92779
-171.117204,300,320.894148
-76.946067,300,322.048024
-141.240329,300,323.610924
-137.801479,300,325.05739
-127.799455,300,326.332814
-129.942388,300,327.566177
-107.269638,300,328.705831
-143.640883,300,329.928191
-84.138329,300,330.893678
-133.721463,300,332.03137
-99.761579,300,333.380309
-142.246846,300,334.747677
-151.005871,300,336.201674
-91.391892,300,337.434865
-75.01445,300,338.260823
-87.429138,300,339.424912
-134.255538,300,340.91365
-129.805596,300,342.228054
-109.89485,300,343.292431
-138.942246,300,344.592263
-118.10818,300,345.86608
-138.537667,300,347.074943
-141.692542,300,348.87626
-160.957838,300,350.957604
-125.837188,300,352.308043
-108.121529,300,353.612393
-129.302696,300,355.141451
-50.292938,300,356.05963
-94.968367,300,357.242499
