episode_dqn,controller_dqn,seed,traffic_scenario,realized_scenario_dqn,avg_waiting_time_dqn,max_waiting_time_dqn,avg_queue_dqn,max_queue_dqn,throughput_dqn,episode_reward_dqn,departed_dqn,unfinished_dqn,pending_dqn,max_pending_dqn,collisions_dqn,teleports_dqn,duration_dqn,reward_queue_dqn,reward_waiting_dqn,reward_max_waiting_dqn,reward_switching_dqn,phase_changes_dqn,forced_changes_dqn,scheduled_dqn,not_inserted_dqn,route_sha256_dqn,model_index,model_source,episode_fixed,controller_fixed,realized_scenario_fixed,avg_waiting_time_fixed,max_waiting_time_fixed,avg_queue_fixed,max_queue_fixed,throughput_fixed,episode_reward_fixed,departed_fixed,unfinished_fixed,pending_fixed,max_pending_fixed,collisions_fixed,teleports_fixed,duration_fixed,reward_queue_fixed,reward_waiting_fixed,reward_max_waiting_fixed,reward_switching_fixed,phase_changes_fixed,forced_changes_fixed,scheduled_fixed,not_inserted_fixed,route_sha256_fixed
38,dqn,4008,ns_heavy,ns_heavy,9.733990147783253,84.5,6.586666666666667,18,199,-41.751121443326014,203,4,0,2,0,0,300.0,-24.70000061346218,-0.651120832727611,-9.99999999713619,-6.400000000000003,32,6,203,0,a59ed68ae77c774bf9d3d1a8c84fa4a3165d0c3816201081ba9181a1ee03c737,2,results\heldout_approach\dqn_s33\episodes.csv,38,fixed,ns_heavy,21.24876847290641,105.0,14.38,37,187,-72.27248371718524,203,16,0,2,0,0,300.0,-52.462500371504575,-1.889358333568817,-11.320625012111847,-6.600000000000003,33,0,203,0,a59ed68ae77c774bf9d3d1a8c84fa4a3165d0c3816201081ba9181a1ee03c737
39,dqn,4009,ns_heavy,ns_heavy,8.43212669683258,96.0,6.211666666666667,15,209,-39.742296296249705,221,12,0,2,0,0,300.0,-23.29375047562644,-0.5281291666055041,-9.12041665401776,-6.800000000000003,34,8,221,0,fbd4fd3709f16b4d56a5edd05da72cbce7c98de7373c2a6d777fda566c55b276,2,results\heldout_approach\dqn_s33\episodes.csv,39,fixed,ns_heavy,21.67873303167421,101.0,15.97,46,185,-80.92218789908584,221,36,0,2,0,0,300.0,-58.825000398326665,-2.411562503697496,-13.085624997061668,-6.600000000000003,33,0,221,0,fbd4fd3709f16b4d56a5edd05da72cbce7c98de7373c2a6d777fda566c55b276
40,dqn,4010,ns_heavy,ns_heavy,6.558974358974359,79.0,4.263333333333334,12,187,-30.653533580354964,195,8,0,2,0,0,300.0,-15.987500259187073,-0.3558249997819074,-7.110208321386017,-7.200000000000004,36,4,195,0,581aacf59728bb790e0e99ef01480cf901208dc78450edc878d8557d9c4da475,2,results\heldout_approach\dqn_s33\episodes.csv,40,fixed,ns_heavy,13.697435897435897,70.5,8.905,22,183,-47.042538339611895,195,12,0,2,0,0,300.0,-33.36250083614141,-0.7760791667176816,-6.303958336752841,-6.600000000000003,33,0,195,0,581aacf59728bb790e0e99ef01480cf901208dc78450edc878d8557d9c4da475
41,dqn,4011,ns_heavy,ns_heavy,9.106666666666667,92.5,6.83,15,217,-42.70750469577472,225,8,0,2,0,0,300.0,-25.61250054370612,-0.5879208336395093,-9.50708331842907,-7.000000000000004,35,8,225,0,04b27479687dc7d94cc947ab3b417c9e3dc8ad760a1dc46127ec1a46d3e76464,2,results\heldout_approach\dqn_s33\episodes.csv,41,fixed,ns_heavy,22.102222222222224,113.0,16.576666666666668,45,187,-79.97345447102924,225,38,0,2,0,0,300.0,-57.69375028880313,-2.8426208386932554,-12.837083343532864,-6.600000000000003,33,0,225,0,04b27479687dc7d94cc947ab3b417c9e3dc8ad760a1dc46127ec1a46d3e76464
42,dqn,4012,ns_heavy,ns_heavy,7.727477477477477,59.0,5.718333333333334,15,219,-35.14962137929905,222,3,0,1,0,0,300.0,-21.443750539328903,-0.4079541663573763,-6.49791667361278,-6.800000000000003,34,6,222,0,bf94e776b5d7d1272e134a04593ca59e8ff94e64d516d46aec4bf19ab9fe80dc,2,results\heldout_approach\dqn_s33\episodes.csv,42,fixed,ns_heavy,19.22072072072072,120.0,14.223333333333333,34,206,-75.44335888111603,222,16,0,1,0,0,300.0,-53.2125005600974,-2.286483333605428,-13.34437498741318,-6.600000000000003,33,0,222,0,bf94e776b5d7d1272e134a04593ca59e8ff94e64d516d46aec4bf19ab9fe80dc
43,dqn,4013,ns_heavy,ns_heavy,9.209134615384617,85.0,6.385,15,205,-39.593592077247,208,3,0,2,0,0,300.0,-23.943750427104533,-0.5729666655977781,-8.676874984544702,-6.400000000000003,32,6,208,0,6941a1e6762cc8a006492f1db9c85534ff85398f8ef66a00149204dbb0cb55f5,2,results\heldout_approach\dqn_s33\episodes.csv,43,fixed,ns_heavy,16.80528846153846,107.0,11.651666666666667,28,193,-63.53605895179133,208,15,0,2,0,0,300.0,-43.462500646244735,-1.4766833326248152,-11.996874972921796,-6.600000000000003,33,0,208,0,6941a1e6762cc8a006492f1db9c85534ff85398f8ef66a00149204dbb0cb55f5
44,dqn,4014,ns_heavy,ns_heavy,11.219409282700422,110.5,8.863333333333333,20,229,-52.57437147195816,237,8,0,2,0,0,300.0,-33.237500657793134,-1.006037498571822,-11.530833315593188,-6.800000000000003,34,6,237,0,2aa17ef0cf3a23cac907804ebb3688fd0e1995524ef631f392c93be4b63c0930,2,results\heldout_approach\dqn_s33\episodes.csv,44,fixed,ns_heavy,23.976793248945143,129.5,18.941666666666663,45,204,-93.13457528440703,237,33,0,2,0,0,300.0,-67.83125027501956,-3.607491668238799,-15.095833341148682,-6.600000000000003,33,0,237,0,2aa17ef0cf3a23cac907804ebb3688fd0e1995524ef631f392c93be4b63c0930
45,dqn,4015,ns_heavy,ns_heavy,10.538934426229508,87.5,8.571666666666667,22,237,-48.16829644298342,244,7,0,1,0,0,300.0,-32.14375061588362,-0.866004165854975,-8.558541661244819,-6.600000000000003,33,5,244,0,39c219bc5b761a8e6abd4b63133689c13a5cd54791d45a0a99f53daeda41c800,2,results\heldout_approach\dqn_s33\episodes.csv,45,fixed,ns_heavy,22.084016393442624,93.5,17.961666666666666,52,217,-78.55655397086444,244,27,0,1,0,0,300.0,-59.51874981727451,-2.232804168300208,-10.20499998528976,-6.600000000000003,33,0,244,0,39c219bc5b761a8e6abd4b63133689c13a5cd54791d45a0a99f53daeda41c800
46,dqn,4016,ns_heavy,ns_heavy,10.017094017094015,99.0,7.813333333333333,17,225,-47.52896305049289,234,9,0,2,0,0,300.0,-29.300000548828397,-0.762920833788667,-10.46604166787583,-7.000000000000004,35,5,234,0,b5c99a41bdbb5244ebfe019b7035b996a93da7c261efce18d50e4a81d114aa0d,2,results\heldout_approach\dqn_s33\episodes.csv,46,fixed,ns_heavy,22.504273504273502,101.5,17.553333333333335,51,198,-82.89474595885183,234,36,0,2,0,0,300.0,-62.97500011092052,-2.319745832913757,-11.000000015017582,-6.600000000000003,33,0,234,0,b5c99a41bdbb5244ebfe019b7035b996a93da7c261efce18d50e4a81d114aa0d
47,dqn,4017,ns_heavy,ns_heavy,14.80188679245283,91.0,10.46,25,206,-55.97517976281455,212,6,0,2,0,0,300.0,-39.2187506002374,-1.0520541666330243,-9.304374995944093,-6.400000000000003,32,5,212,0,dc66372f25c5df9641d7149145729f3cddb0d391680ba477180685281c52ca7d,2,results\heldout_approach\dqn_s33\episodes.csv,47,fixed,ns_heavy,23.62971698113208,130.0,16.698333333333334,34,186,-82.80061284157422,212,26,0,2,0,0,300.0,-58.02500035986304,-3.430820832871539,-14.7447916488396,-6.600000000000003,33,0,212,0,dc66372f25c5df9641d7149145729f3cddb0d391680ba477180685281c52ca7d
48,dqn,4018,ns_heavy,ns_heavy,9.649769585253456,110.5,6.98,16,207,-42.84314207753049,217,10,0,2,0,0,300.0,-26.17500041751191,-0.6614750013395678,-9.406666658679027,-6.600000000000003,33,6,217,0,461397ce68777a289f9c061bfd0bda683f275d79eec13edc2233be11c24ad42b,2,results\heldout_approach\dqn_s33\episodes.csv,48,fixed,ns_heavy,17.73963133640553,101.0,12.831666666666669,40,188,-64.83205459271342,217,29,0,2,0,0,300.0,-45.9062504270114,-1.5949708323205414,-10.73083333338145,-6.600000000000003,33,0,217,0,461397ce68777a289f9c061bfd0bda683f275d79eec13edc2233be11c24ad42b
49,dqn,4019,ns_heavy,ns_heavy,10.592342342342342,98.0,7.838333333333333,18,213,-46.72100054385084,222,9,0,1,0,0,300.0,-29.393750555813316,-0.7341249995020914,-9.99312498853542,-6.600000000000003,33,6,222,0,ef20a87b85319e134209dbe7e10226cbd1d2f8b4d64b1a96b77239e40de59834,2,results\heldout_approach\dqn_s33\episodes.csv,49,fixed,ns_heavy,20.486486486486488,92.0,15.16,39,195,-74.30788779136132,222,27,0,1,0,0,300.0,-55.73125030333176,-1.9708041662895992,-10.00583332173992,-6.600000000000003,33,0,222,0,ef20a87b85319e134209dbe7e10226cbd1d2f8b4d64b1a96b77239e40de59834
50,dqn,4020,ns_heavy,ns_heavy,11.277542372881356,76.0,8.871666666666666,18,229,-49.45611310805908,236,7,0,2,0,0,300.0,-33.26875061402097,-0.8246541669337605,-8.762708327104342,-6.600000000000003,33,3,236,0,cf3adfb6fb2553349466bd7e03112362c6a956c29018c2be6aa2477b3dd50396,2,results\heldout_approach\dqn_s33\episodes.csv,50,fixed,ns_heavy,19.614406779661017,105.5,15.43,36,215,-79.04055883080439,236,21,0,2,0,0,300.0,-56.81250050477684,-2.2059749976193435,-13.422083328408185,-6.600000000000003,33,0,236,0,cf3adfb6fb2553349466bd7e03112362c6a956c29018c2be6aa2477b3dd50396
51,dqn,4021,ns_heavy,ns_heavy,9.60049019607843,89.0,6.53,15,201,-41.12861299052382,204,3,0,2,0,0,300.0,-24.487500502262264,-0.5729874996563012,-9.268124988605264,-6.800000000000003,34,7,204,0,1c8805baf7f81bc3000fc6e337fac2524ba07fe38d4a457896801020d8742f74,2,results\heldout_approach\dqn_s33\episodes.csv,51,fixed,ns_heavy,21.45833333333333,114.0,14.591666666666669,33,188,-76.1538756438859,204,16,0,2,0,0,300.0,-53.21250063041225,-2.3094999983070013,-14.031875015166593,-6.600000000000003,33,0,204,0,1c8805baf7f81bc3000fc6e337fac2524ba07fe38d4a457896801020d8742f74
52,dqn,4022,ns_heavy,ns_heavy,10.936651583710407,91.5,8.056666666666667,18,213,-47.55074642871402,221,8,0,1,0,0,300.0,-30.21250059455633,-0.7234541676974917,-9.614791666460226,-7.000000000000004,35,5,221,0,b9dea2bc426fac016924909afde8efddec133d78219d647005ff1d42902d16e4,2,results\heldout_approach\dqn_s33\episodes.csv,52,fixed,ns_heavy,20.563348416289596,108.5,15.148333333333332,35,200,-76.60202561318079,221,21,0,1,0,0,300.0,-54.193750611972064,-2.072233334524934,-13.73604166668374,-6.600000000000003,33,0,221,0,b9dea2bc426fac016924909afde8efddec133d78219d647005ff1d42902d16e4
53,dqn,4023,ns_heavy,ns_heavy,10.826446280991735,131.5,8.733333333333333,22,236,-53.78614631448652,242,6,0,2,0,0,300.0,-32.75000048708171,-1.1515625019768778,-13.48458332542796,-6.400000000000003,32,8,242,0,314d299fcd3b2945a130a9cc58519304e38d2d5cc94b82d4939fd3859fb441fe,2,results\heldout_approach\dqn_s33\episodes.csv,53,fixed,ns_heavy,23.989669421487605,79.0,19.351666666666667,57,203,-78.93389593187827,242,39,0,3,0,0,300.0,-60.66875011799857,-2.28347916537532,-9.381666648504336,-6.600000000000003,33,0,242,0,314d299fcd3b2945a130a9cc58519304e38d2d5cc94b82d4939fd3859fb441fe
54,dqn,4024,ns_heavy,ns_heavy,11.02,57.0,8.265,23,210,-44.97285055270549,225,15,0,2,0,0,300.0,-30.868750555440784,-0.7547250002775403,-7.149374996987168,-6.200000000000003,31,9,225,0,4ac13e2d2e4d1b533d96d200f81c96b11e6a1d3beb4380326f1fdf9efca118f1,2,results\heldout_approach\dqn_s33\episodes.csv,54,fixed,ns_heavy,20.61555555555556,111.5,15.461666666666666,42,192,-74.26617977671488,225,33,0,2,0,0,300.0,-51.81875062873587,-2.521804171927942,-13.325624976051044,-6.600000000000003,33,0,225,0,4ac13e2d2e4d1b533d96d200f81c96b11e6a1d3beb4380326f1fdf9efca118f1
55,dqn,4025,ns_heavy,ns_heavy,9.03658536585366,107.5,6.175,15,200,-39.654283815199626,205,5,0,3,0,0,300.0,-23.156250482890755,-0.5499083320806677,-8.748125000228171,-7.200000000000004,36,6,205,0,5ca2e0b27c55ce2f23eb6856e21162a949394cbea0c57665828f6a5ef4061b39,2,results\heldout_approach\dqn_s33\episodes.csv,55,fixed,ns_heavy,22.541463414634148,89.0,15.403333333333334,43,187,-74.59475453832053,205,18,0,3,0,0,300.0,-54.63125037774444,-2.0545458339933247,-11.308958326582808,-6.600000000000003,33,0,205,0,5ca2e0b27c55ce2f23eb6856e21162a949394cbea0c57665828f6a5ef4061b39
56,dqn,4026,ns_heavy,ns_heavy,14.573221757322177,134.5,11.61,26,228,-66.31910091821845,239,11,0,2,0,0,300.0,-43.18750090524554,-1.4128499987935357,-14.918750014179384,-6.800000000000003,34,7,239,0,d89222543344da5f2d7124062c897eb083361016b68f21e8ca770c57b61cf4fe,2,results\heldout_approach\dqn_s33\episodes.csv,56,fixed,ns_heavy,23.311715481171547,101.0,18.571666666666665,53,206,-89.3340881752439,239,33,0,2,0,0,300.0,-66.9500006805174,-2.785545828787873,-12.998541665938676,-6.600000000000003,33,0,239,0,d89222543344da5f2d7124062c897eb083361016b68f21e8ca770c57b61cf4fe
57,dqn,4027,ns_heavy,ns_heavy,6.154639175257732,56.5,3.98,13,189,-28.10236280223033,194,5,0,2,0,0,300.0,-14.925000304356216,-0.2950708338772529,-6.082291663996881,-6.800000000000003,34,9,194,0,a4c8c67f1dabaebc1913be7732195ac4b80dfd6b37e9d1f6f4958cb6d7e0ff99,2,results\heldout_approach\dqn_s33\episodes.csv,57,fixed,ns_heavy,17.13917525773196,78.0,11.083333333333334,32,178,-54.77941720878078,194,16,0,2,0,0,300.0,-40.22500053467229,-1.0537916676032182,-6.900625006505294,-6.600000000000003,33,0,194,0,a4c8c67f1dabaebc1913be7732195ac4b80dfd6b37e9d1f6f4958cb6d7e0ff99
58,dqn,4028,ns_heavy,ns_heavy,11.181603773584904,77.0,7.901666666666666,18,206,-45.6341713238617,212,6,0,1,0,0,300.0,-29.63125048577785,-0.6908375006976709,-8.51208333738614,-6.800000000000003,34,5,212,0,2749f7cb3086be66484955485239673d1b3b53025c3172ca4dbf801aa4cf67fd,2,results\heldout_approach\dqn_s33\episodes.csv,58,fixed,ns_heavy,23.514150943396228,123.0,16.616666666666667,41,187,-83.19638359760499,212,25,0,1,0,0,300.0,-60.77500026812777,-2.749716669387272,-13.07166666008998,-6.600000000000003,33,0,212,0,2749f7cb3086be66484955485239673d1b3b53025c3172ca4dbf801aa4cf67fd
59,dqn,4029,ns_heavy,ns_heavy,8.968487394957982,48.0,7.115,19,230,-38.8528046671192,238,8,0,2,0,0,300.0,-26.681250508408997,-0.450304166822025,-4.72124999188818,-7.000000000000004,35,7,238,0,610e6f63a2f99ce2445ac752594737b3611d310466f0e44c6ad8a658ec8cf81b,2,results\heldout_approach\dqn_s33\episodes.csv,59,fixed,ns_heavy,16.66386554621849,108.0,13.22,41,212,-67.20329635204322,238,26,0,2,0,0,300.0,-48.41875050356612,-1.8401708372221035,-10.344375011255035,-6.600000000000003,33,0,238,0,610e6f63a2f99ce2445ac752594737b3611d310466f0e44c6ad8a658ec8cf81b
60,dqn,4030,ns_heavy,ns_heavy,8.324074074074074,68.5,5.993333333333333,15,213,-35.909958736332165,216,3,0,3,0,0,300.0,-22.475000402890142,-0.4495416680947526,-6.185416665347292,-6.800000000000003,34,6,216,0,6769b58c614f5ed0023f1f86a68fb141c93493e1546aadf2d63adc65a9753eeb,2,results\heldout_approach\dqn_s33\episodes.csv,60,fixed,ns_heavy,23.689814814814813,116.0,17.05666666666667,44,186,-79.02050435951023,216,30,0,3,0,0,300.0,-57.38750019110739,-2.565504168118788,-12.467500000284057,-6.600000000000003,33,0,216,0,6769b58c614f5ed0023f1f86a68fb141c93493e1546aadf2d63adc65a9753eeb
61,dqn,4001,ew_heavy,ew_heavy,12.615023474178404,90.0,8.956666666666667,25,196,-50.26098393430513,213,17,0,1,0,0,300.0,-33.200000601354986,-1.174733333574113,-9.686249999376024,-6.200000000000003,31,9,213,0,bcae5db06b0b6b215ebb36bfa1c47572314c4eba35ce7704204153e65d86e269,2,results\heldout_approach\dqn_s33\episodes.csv,61,fixed,ew_heavy,24.253521126760564,103.5,17.22,43,170,-77.81032952987513,213,43,0,1,0,0,300.0,-57.46250035613775,-2.571579167362505,-11.176250006374906,-6.600000000000003,33,0,213,0,bcae5db06b0b6b215ebb36bfa1c47572314c4eba35ce7704204153e65d86e269
62,dqn,4002,ew_heavy,ew_heavy,9.833333333333334,75.5,6.883333333333334,19,198,-40.41362140998101,210,12,0,2,0,0,300.0,-25.812500576488677,-0.5898708333712418,-7.611250000121076,-6.400000000000003,32,7,210,0,06a983ce28033fc3d05099f7709f7ffac86eb537f2b6344f7c3f0efcd13d01e3,2,results\heldout_approach\dqn_s33\episodes.csv,62,fixed,ew_heavy,18.84285714285714,97.5,13.19,37,176,-66.91999240200597,210,34,0,2,0,0,300.0,-48.48125075222924,-1.763533332358202,-10.075208317418577,-6.600000000000003,33,0,210,0,06a983ce28033fc3d05099f7709f7ffac86eb537f2b6344f7c3f0efcd13d01e3
63,dqn,4003,ew_heavy,ew_heavy,13.539094650205762,102.5,10.966666666666669,28,224,-61.178200930749085,243,19,0,3,0,0,300.0,-41.12500090384856,-1.30049166781464,-12.752708359085949,-6.000000000000003,30,7,243,0,5e753a57519bbd4740a86be026ee059ff849ce11223591de204b6412d70011bc,2,results\heldout_approach\dqn_s33\episodes.csv,63,fixed,ew_heavy,17.152263374485596,66.5,13.893333333333333,46,204,-65.45126304023792,243,39,0,3,0,0,300.0,-49.48750055208802,-1.3662624970114845,-7.997499991138467,-6.600000000000003,33,0,243,0,5e753a57519bbd4740a86be026ee059ff849ce11223591de204b6412d70011bc
64,dqn,4004,ew_heavy,ew_heavy,12.391304347826088,100.0,9.5,24,222,-53.58779212113076,230,8,0,2,0,0,300.0,-35.53750047041103,-1.3017499997753483,-10.948541650944389,-5.8000000000000025,29,8,230,0,b9277af4150f8f838a67da01c4de863ec81e9867b633b40fe60f7712f536ac1e,2,results\heldout_approach\dqn_s33\episodes.csv,64,fixed,ew_heavy,26.08478260869565,118.5,19.99833333333333,52,186,-85.09976233872445,230,44,0,2,0,0,300.0,-62.6687498325482,-3.2855958388172435,-12.545416667358964,-6.600000000000003,33,0,230,0,b9277af4150f8f838a67da01c4de863ec81e9867b633b40fe60f7712f536ac1e
65,dqn,4005,ew_heavy,ew_heavy,10.913953488372092,67.0,7.821666666666666,22,212,-43.84185482985703,215,3,0,2,0,0,300.0,-29.3312506666407,-0.6699791671511773,-7.640624996065166,-6.200000000000003,31,6,215,0,9aa4cbf186334f3f6608dd2e0cd86aa6ddc57e9b2c9101630330d389ee40e41b,2,results\heldout_approach\dqn_s33\episodes.csv,65,fixed,ew_heavy,20.15813953488372,103.5,14.446666666666667,36,187,-70.90065851923069,215,28,0,2,0,0,300.0,-51.28750018822029,-2.545450003645237,-10.467708327365113,-6.600000000000003,33,0,215,0,9aa4cbf186334f3f6608dd2e0cd86aa6ddc57e9b2c9101630330d389ee40e41b
66,dqn,4006,ew_heavy,ew_heavy,11.099137931034482,116.5,8.585,21,217,-50.196125691819184,232,15,0,2,0,0,300.0,-32.19375072233379,-0.883000000768515,-11.11937496871688,-6.000000000000003,30,8,232,0,98dfc4cc08fe0e2e09fce9e12d1366ab081bc408fa60da1f264269f7bbface11,2,results\heldout_approach\dqn_s33\episodes.csv,66,fixed,ew_heavy,22.39655172413793,117.0,17.32,42,194,-85.20198366529297,232,38,0,2,0,0,300.0,-61.8187503227964,-2.6530249953873866,-14.130208347109148,-6.600000000000003,33,0,232,0,98dfc4cc08fe0e2e09fce9e12d1366ab081bc408fa60da1f264269f7bbface11
67,dqn,4007,ew_heavy,ew_heavy,12.894495412844035,125.0,9.37,21,206,-56.89998801623949,218,12,0,1,0,0,300.0,-35.13750053429976,-1.210195835828927,-14.552291646110817,-6.000000000000003,30,6,218,0,68d3f10963d07141673f3dfd8eb3ef96c0e9ea0c7c77553834837450c2688b08,2,results\heldout_approach\dqn_s33\episodes.csv,67,fixed,ew_heavy,20.56651376146789,121.0,14.945,35,189,-77.98223796081442,218,29,0,1,0,0,300.0,-55.05000046687201,-2.661404162363033,-13.670833331579349,-6.600000000000003,33,0,218,0,68d3f10963d07141673f3dfd8eb3ef96c0e9ea0c7c77553834837450c2688b08
68,dqn,4008,ew_heavy,ew_heavy,10.783018867924527,109.0,7.621666666666667,15,203,-45.12595900371886,212,9,0,1,0,0,300.0,-28.58125067781657,-0.6847083349501193,-9.859999990952206,-6.000000000000003,30,5,212,0,085398366264a4e2b4ba89d209cc3b0a25612f707fce53d9f9266e2a0eb7dc38,2,results\heldout_approach\dqn_s33\episodes.csv,68,fixed,ew_heavy,19.54481132075472,101.0,13.811666666666667,30,189,-70.75512968051113,212,23,0,1,0,0,300.0,-51.06250052573159,-2.065962497967849,-11.026666656811724,-6.600000000000003,33,0,212,0,085398366264a4e2b4ba89d209cc3b0a25612f707fce53d9f9266e2a0eb7dc38
69,dqn,4009,ew_heavy,ew_heavy,9.221461187214611,111.0,6.7316666666666665,14,211,-42.70426290368049,219,8,0,2,0,0,300.0,-25.243750421330333,-0.8084291664170451,-10.65208331593313,-6.000000000000003,30,7,219,0,1a84b65e8ed747fcd3f8bc671e61db074bab3a2aa2923a83d8f34e3fbdc38b12,2,results\heldout_approach\dqn_s33\episodes.csv,69,fixed,ew_heavy,23.82648401826484,113.5,17.393333333333334,42,184,-85.64358386320089,219,35,0,2,0,0,300.0,-62.06250053877011,-2.781916665863537,-14.19916665856726,-6.600000000000003,33,0,219,0,1a84b65e8ed747fcd3f8bc671e61db074bab3a2aa2923a83d8f34e3fbdc38b12
70,dqn,4010,ew_heavy,ew_heavy,9.298578199052132,68.0,6.54,16,209,-38.736821237158445,211,2,0,1,0,0,300.0,-24.525000405032188,-0.5691124988705271,-7.442708333255725,-6.200000000000003,31,8,211,0,ea0ff5bf03b40ac15349d041e882ffd630cbe076b03c68c625e92b93df5f3c15,2,results\heldout_approach\dqn_s33\episodes.csv,70,fixed,ew_heavy,20.187203791469194,106.5,14.198333333333334,34,188,-74.96147125545897,211,23,0,1,0,0,300.0,-53.06875042011961,-2.1112624994806533,-13.181458335858778,-6.600000000000003,33,0,211,0,ea0ff5bf03b40ac15349d041e882ffd630cbe076b03c68c625e92b93df5f3c15
71,dqn,4011,ew_heavy,ew_heavy,11.52,106.0,8.641666666666667,18,216,-52.38240091294212,225,9,0,2,0,0,300.0,-32.40625093039125,-1.0540666656910602,-13.122083316859785,-5.8000000000000025,29,7,225,0,aa5179d8545ca2073eb881d311b57d30198fd2cdc57bb1168b0e8043cf7af7ae,2,results\heldout_approach\dqn_s33\episodes.csv,71,fixed,ew_heavy,24.802222222222223,124.0,18.601666666666667,45,185,-88.60709223984522,225,40,0,2,0,0,300.0,-65.52500056894496,-3.2512583355630347,-13.230833335337232,-6.600000000000003,33,0,225,0,aa5179d8545ca2073eb881d311b57d30198fd2cdc57bb1168b0e8043cf7af7ae
72,dqn,4012,ew_heavy,ew_heavy,8.493150684931507,101.0,6.2,16,210,-40.80749204829989,219,9,0,3,0,0,300.0,-23.250000399537385,-0.5891583326105322,-10.368333316151984,-6.600000000000003,33,5,219,0,c58ebb1aeeb94ba320c94fb6d7bd519515cbed841fad1def8fc79e13134560be,2,results\heldout_approach\dqn_s33\episodes.csv,72,fixed,ew_heavy,15.605022831050228,82.5,11.391666666666667,34,189,-59.48877975804282,219,30,0,3,0,0,300.0,-41.862500604242086,-1.2783624988143856,-9.747916654986328,-6.600000000000003,33,0,219,0,c58ebb1aeeb94ba320c94fb6d7bd519515cbed841fad1def8fc79e13134560be
73,dqn,4013,ew_heavy,ew_heavy,9.52570093457944,110.0,6.795,16,205,-42.28749213753544,214,9,0,1,0,0,300.0,-25.48125047422945,-0.65436666684036,-9.951874996465635,-6.200000000000003,31,9,214,0,381841929ab4f15ba4cbeea8aefdde93d2aa4c50c0e9d17af81efc92ccc33144,2,results\heldout_approach\dqn_s33\episodes.csv,73,fixed,ew_heavy,16.63785046728972,75.0,11.868333333333334,35,192,-57.65897984586697,214,22,0,1,0,0,300.0,-42.76875069271773,-1.09627083349551,-7.193958319653762,-6.600000000000003,33,0,214,0,381841929ab4f15ba4cbeea8aefdde93d2aa4c50c0e9d17af81efc92ccc33144
74,dqn,4014,ew_heavy,ew_heavy,11.044534412955466,154.0,9.093333333333334,20,239,-55.38415051701811,247,8,0,3,0,0,300.0,-34.10000052722171,-1.032899999999063,-14.25124998979735,-6.000000000000003,30,5,247,0,04ebd1cc1e7bff7fa26c6e4ae92d98f848a9e474c708f53a109c0b9e70a6a56a,2,results\heldout_approach\dqn_s33\episodes.csv,74,fixed,ew_heavy,21.991902834008098,95.5,18.106666666666666,45,210,-85.26632124457612,247,37,0,3,0,0,300.0,-65.13125040568411,-2.425279169339775,-11.10979166955221,-6.600000000000003,33,0,247,0,04ebd1cc1e7bff7fa26c6e4ae92d98f848a9e474c708f53a109c0b9e70a6a56a
75,dqn,4015,ew_heavy,ew_heavy,9.798780487804878,94.5,8.035,19,235,-47.306292224671765,246,11,0,1,0,0,300.0,-30.131250555627048,-0.8317083340800304,-10.7433333349647,-5.600000000000002,28,8,246,0,de8828577b283ef3011aa163b10eaced0362876b639fc67dccb4a361c2a3e0f6,2,results\heldout_approach\dqn_s33\episodes.csv,75,fixed,ew_heavy,20.60975609756097,63.0,16.9,55,199,-68.50049222642406,246,47,0,1,0,0,300.0,-52.91250055748969,-1.8429916658657013,-7.145000003068709,-6.600000000000003,33,0,246,0,de8828577b283ef3011aa163b10eaced0362876b639fc67dccb4a361c2a3e0f6
76,dqn,4016,ew_heavy,ew_heavy,11.082959641255606,84.0,8.238333333333333,22,219,-49.21061739385839,223,4,0,2,0,0,300.0,-30.893750748131424,-0.8512416662859327,-10.865624979441062,-6.600000000000003,33,8,223,0,94d527482dd0aa6388b1c58ecd8c824b84bf734956496f9775a5f82021fb5665,2,results\heldout_approach\dqn_s33\episodes.csv,76,fixed,ew_heavy,24.32286995515695,128.0,18.08,48,187,-89.12951290371862,223,36,0,2,0,0,300.0,-64.65625040791929,-3.3184708356347974,-14.554791660164486,-6.600000000000003,33,0,223,0,94d527482dd0aa6388b1c58ecd8c824b84bf734956496f9775a5f82021fb5665
77,dqn,4017,ew_heavy,ew_heavy,10.3128078817734,79.0,6.98,17,195,-41.1426923289102,203,8,0,1,0,0,300.0,-26.17500067735091,-0.6708166654127125,-8.296874986146582,-6.000000000000003,30,8,203,0,0f38b80af8e629b17f8621aacdde053b00eb560b49202e69db2470ddf792141f,2,results\heldout_approach\dqn_s33\episodes.csv,77,fixed,ew_heavy,18.692118226600986,78.5,12.648333333333332,35,172,-62.0653047819178,203,31,0,1,0,0,300.0,-45.775000636000186,-1.5240541644649066,-8.166249981452717,-6.600000000000003,33,0,203,0,0f38b80af8e629b17f8621aacdde053b00eb560b49202e69db2470ddf792141f
