episode_dqn,controller_dqn,seed,traffic_scenario,realized_scenario_dqn,avg_waiting_time_dqn,max_waiting_time_dqn,avg_queue_dqn,max_queue_dqn,throughput_dqn,episode_reward_dqn,departed_dqn,unfinished_dqn,pending_dqn,max_pending_dqn,collisions_dqn,teleports_dqn,duration_dqn,reward_queue_dqn,reward_waiting_dqn,reward_max_waiting_dqn,reward_switching_dqn,phase_changes_dqn,forced_changes_dqn,scheduled_dqn,not_inserted_dqn,route_sha256_dqn,model_index,model_source,episode_fixed,controller_fixed,realized_scenario_fixed,avg_waiting_time_fixed,max_waiting_time_fixed,avg_queue_fixed,max_queue_fixed,throughput_fixed,episode_reward_fixed,departed_fixed,unfinished_fixed,pending_fixed,max_pending_fixed,collisions_fixed,teleports_fixed,duration_fixed,reward_queue_fixed,reward_waiting_fixed,reward_max_waiting_fixed,reward_switching_fixed,phase_changes_fixed,forced_changes_fixed,scheduled_fixed,not_inserted_fixed,route_sha256_fixed
1,dqn,4001,balanced,balanced,6.756024096385542,56.5,3.738333333333333,12,165,-26.41820443433753,166,1,0,2,0,0,300.0,-14.018750262446702,-0.2404958334802359,-4.958958338410594,-7.200000000000004,36,3,166,0,95ec035b0e993a6950aedeb61eebd9f6ea36175c234d0010a678bf03f31b609b,0,results\heldout_approach\dqn_s11\episodes.csv,1,fixed,balanced,12.430722891566266,79.0,6.878333333333333,19,162,-40.28808794929574,166,4,0,2,0,0,300.0,-25.793750446289778,-0.5657958328949464,-7.32854167011101,-6.600000000000003,33,0,166,0,95ec035b0e993a6950aedeb61eebd9f6ea36175c234d0010a678bf03f31b609b
2,dqn,4002,balanced,balanced,7.098765432098766,54.0,3.8333333333333335,10,160,-26.99866280834102,162,2,0,1,0,0,300.0,-14.375000303145498,-0.2151208337993012,-4.808541671396233,-7.600000000000004,38,2,162,0,0f7508729155c84a8c98610cdc856cd19376da808cc5b392d2b541399eef6fc1,0,results\heldout_approach\dqn_s11\episodes.csv,2,fixed,balanced,12.466049382716047,49.0,6.7316666666666665,15,154,-38.11082154779215,162,8,0,1,0,0,300.0,-25.24375071376562,-0.4512375002166664,-5.81583333380986,-6.600000000000003,33,0,162,0,0f7508729155c84a8c98610cdc856cd19376da808cc5b392d2b541399eef6fc1
3,dqn,4003,balanced,balanced,7.433139534883721,75.0,4.261666666666667,10,171,-29.95743373561054,172,1,0,2,0,0,300.0,-15.9812504039146,-0.2722250001585053,-6.103958331537434,-7.600000000000004,38,2,172,0,3b57fa9e203c30f8252bd8f3f341c56718de35e302347585af20dabad50821ea,0,results\heldout_approach\dqn_s11\episodes.csv,3,fixed,balanced,14.703488372093023,94.5,8.43,17,162,-48.66912556726237,172,10,0,2,0,0,300.0,-31.612500539515167,-0.8839166671525169,-9.5727083605947,-6.600000000000003,33,0,172,0,3b57fa9e203c30f8252bd8f3f341c56718de35e302347585af20dabad50821ea
4,dqn,4004,balanced,balanced,8.306010928961749,51.0,5.066666666666666,13,181,-32.68092544369503,183,2,0,1,0,0,300.0,-19.00000044796616,-0.3344666670971492,-5.74645832863171,-7.600000000000004,38,2,183,0,8b16f95aa57df271d3c2f7e1c3e206d2dd26ecf7ee0011b1a7847490c80d69a4,0,results\heldout_approach\dqn_s11\episodes.csv,4,fixed,balanced,10.811475409836063,46.5,6.595,19,179,-37.13184645781586,183,4,0,1,0,0,300.0,-24.73125063115731,-0.4199708332802402,-5.380624993378298,-6.600000000000003,33,0,183,0,8b16f95aa57df271d3c2f7e1c3e206d2dd26ecf7ee0011b1a7847490c80d69a4
5,dqn,4005,balanced,balanced,5.94551282051282,60.5,3.0933333333333333,11,154,-23.586941935861965,156,2,0,1,0,0,300.0,-11.600000276695935,-0.1919416664350138,-4.794999992731027,-7.000000000000004,35,3,156,0,9a0d10699959e91d5d6303823f463117309f9d3d1b844a80541e964ad330c5e3,0,results\heldout_approach\dqn_s11\episodes.csv,5,fixed,balanced,11.176282051282053,44.0,5.8116666666666665,16,153,-34.033183664688124,156,3,0,1,0,0,300.0,-21.79375033918768,-0.3683916672358464,-5.2710416582645845,-6.600000000000003,33,0,156,0,9a0d10699959e91d5d6303823f463117309f9d3d1b844a80541e964ad330c5e3
6,dqn,4006,balanced,balanced,6.45679012345679,54.0,3.486666666666667,12,159,-26.101221150028124,162,3,0,1,0,0,300.0,-13.07500032428652,-0.2099708332993032,-5.6162499924423175,-7.200000000000004,36,3,162,0,b44c8944d5c45d05d2d3ce547fd74e06d81f9a1e83b0a81001cc68b32e3e5882,0,results\heldout_approach\dqn_s11\episodes.csv,6,fixed,balanced,10.49074074074074,50.5,5.665,16,159,-32.763296399841046,162,3,0,1,0,0,300.0,-21.24375056894496,-0.3276708333687566,-4.591874997527341,-6.600000000000003,33,0,162,0,b44c8944d5c45d05d2d3ce547fd74e06d81f9a1e83b0a81001cc68b32e3e5882
7,dqn,4007,balanced,balanced,7.443181818181818,59.0,4.366666666666666,12,172,-30.45811707650862,176,4,0,1,0,0,300.0,-16.37500041909516,-0.3083250004667208,-6.374791656946765,-7.400000000000004,37,3,176,0,6805323b3f3c3ec9793c58e9f80c708c466b21be71315a156073027779864964,0,results\heldout_approach\dqn_s11\episodes.csv,7,fixed,balanced,11.755681818181818,52.5,6.8966666666666665,15,168,-39.7425131142881,176,8,0,1,0,0,300.0,-25.86250061634928,-0.5279291668484802,-6.752083331090399,-6.600000000000003,33,0,176,0,6805323b3f3c3ec9793c58e9f80c708c466b21be71315a156073027779864964
8,dqn,4008,balanced,balanced,5.651315789473684,37.5,2.8633333333333333,8,148,-21.940241900944223,152,4,0,1,0,0,300.0,-10.737500234507024,-0.1523250003308932,-4.050416666106322,-7.000000000000004,35,4,152,0,26b29045f35906102ad7e8824e0952085ac30b54a2fc53c2316918e48be699b0,0,results\heldout_approach\dqn_s11\episodes.csv,8,fixed,balanced,9.546052631578949,39.0,4.836666666666667,14,148,-29.208296298411028,152,4,0,1,0,0,300.0,-18.137500465847552,-0.2672541675281535,-4.2035416650353,-6.600000000000003,33,0,152,0,26b29045f35906102ad7e8824e0952085ac30b54a2fc53c2316918e48be699b0
9,dqn,4009,balanced,balanced,8.298076923076923,43.5,4.315,12,152,-27.8685628713276,156,4,0,1,0,0,300.0,-16.18125037383288,-0.2298125000605068,-4.257499997434207,-7.200000000000004,36,3,156,0,9a08381ecd11c776405252003ffaff50b81f144631b04524098945c5c6e503be,0,results\heldout_approach\dqn_s11\episodes.csv,9,fixed,balanced,13.23076923076923,59.5,6.88,16,152,-40.060292240417056,156,4,0,1,0,0,300.0,-25.800000580959026,-0.5427916656699379,-7.11749999378808,-6.600000000000003,33,0,156,0,9a08381ecd11c776405252003ffaff50b81f144631b04524098945c5c6e503be
10,dqn,4010,balanced,balanced,6.796666666666667,42.0,3.398333333333333,9,145,-24.055562759157336,150,5,0,2,0,0,300.0,-12.74375025415793,-0.1978541668635444,-4.513958338135855,-6.600000000000003,33,3,150,0,c086e5fd584bf47a828efbce5adc36a0b11d08b092f69131e6ea6546d2ecdf8b,0,results\heldout_approach\dqn_s11\episodes.csv,10,fixed,balanced,9.596666666666666,50.5,4.798333333333333,13,148,-29.490067065927004,150,2,0,2,0,0,300.0,-17.993750399909914,-0.283816666785424,-4.61249999923166,-6.600000000000003,33,0,150,0,c086e5fd584bf47a828efbce5adc36a0b11d08b092f69131e6ea6546d2ecdf8b
11,dqn,4011,balanced,balanced,7.804216867469879,38.0,4.318333333333333,11,161,-27.90897951193405,166,5,0,1,0,0,300.0,-16.193750345148146,-0.2368958337676304,-4.278333333018235,-7.200000000000004,36,2,166,0,edf60eb3c42454204085762906d8be51f07c0b4e4525179fec3466e835abed70,0,results\heldout_approach\dqn_s11\episodes.csv,11,fixed,balanced,12.86144578313253,58.0,7.116666666666666,17,159,-40.966258839368685,166,7,0,1,0,0,300.0,-26.687500525731597,-0.5706333333764629,-7.10812498026062,-6.600000000000003,33,0,166,0,edf60eb3c42454204085762906d8be51f07c0b4e4525179fec3466e835abed70
12,dqn,4012,balanced,balanced,4.611111111111111,37.0,2.3516666666666666,10,152,-18.44751265438608,153,1,0,1,0,0,300.0,-8.818750150501728,-0.1012624999122635,-2.5275000039720914,-7.000000000000004,35,3,153,0,17167382fc6c9fb4d3154367d71c185cd21f571128acaf9eea328561909d65dc,0,results\heldout_approach\dqn_s11\episodes.csv,12,fixed,balanced,11.96078431372549,44.5,6.1,16,148,-34.81505048774197,153,5,0,1,0,0,300.0,-22.87500049266964,-0.3698416661798547,-4.970208328892481,-6.600000000000003,33,0,153,0,17167382fc6c9fb4d3154367d71c185cd21f571128acaf9eea328561909d65dc
13,dqn,4013,balanced,balanced,5.8125,59.5,2.79,8,141,-22.45436278508277,144,3,0,1,0,0,300.0,-10.46250027930364,-0.1720708329346962,-4.219791672844443,-7.600000000000004,38,5,144,0,9dc82fb650529fbd2a1c4137265c58d255745ee2d42748fc03b22570f42a11b8,0,results\heldout_approach\dqn_s11\episodes.csv,13,fixed,balanced,9.177083333333334,32.5,4.405,13,141,-27.570537910979294,144,3,0,1,0,0,300.0,-16.51875041751191,-0.2438708336754646,-4.207916659791955,-6.600000000000003,33,0,144,0,9dc82fb650529fbd2a1c4137265c58d255745ee2d42748fc03b22570f42a11b8
14,dqn,4014,balanced,balanced,7.337837837837838,56.0,4.526666666666666,11,184,-29.49850461541136,185,1,0,2,0,0,300.0,-16.975000446662307,-0.287045833281445,-5.236458335467618,-7.000000000000004,35,2,185,0,5e72b29ce6aef295b7278c524527ff84e6a39c2056b74ddd3c0795df9c10da20,0,results\heldout_approach\dqn_s11\episodes.csv,14,fixed,balanced,14.462162162162162,79.0,8.918333333333333,23,176,-49.98670066124978,185,9,0,2,0,0,300.0,-33.443750685080886,-0.8710749993355422,-9.071874976833364,-6.600000000000003,33,0,185,0,5e72b29ce6aef295b7278c524527ff84e6a39c2056b74ddd3c0795df9c10da20
15,dqn,4015,balanced,balanced,6.517441860465116,78.5,3.736666666666667,9,169,-27.912966952225563,172,3,0,1,0,0,300.0,-14.012500289361924,-0.2652583335380767,-6.235208329325543,-7.400000000000004,37,1,172,0,7d67b47bf06dda1afa53016c7f78892d0fc04c7ecfc1783ce90e292256d4b835,0,results\heldout_approach\dqn_s11\episodes.csv,15,fixed,balanced,7.985465116279069,29.5,4.578333333333333,13,170,-27.401575362592872,172,2,0,1,0,0,300.0,-17.168750365730375,-0.225116666759277,-3.407708330103197,-6.600000000000003,33,0,172,0,7d67b47bf06dda1afa53016c7f78892d0fc04c7ecfc1783ce90e292256d4b835
16,dqn,4016,balanced,balanced,7.283333333333333,53.0,4.37,11,175,-29.83484207986111,180,5,0,1,0,0,300.0,-16.387500409502536,-0.2558833335824599,-4.991458336776127,-8.200000000000003,41,3,180,0,25e2144043f2597634e45bb84450fd518198dda3e1dcb004c56d89fc606a2b1c,0,results\heldout_approach\dqn_s11\episodes.csv,16,fixed,balanced,14.405555555555557,75.5,8.643333333333333,20,171,-48.67633815240844,180,9,0,1,0,0,300.0,-32.41250065760687,-0.8207124996770291,-8.843124995124533,-6.600000000000003,33,0,180,0,25e2144043f2597634e45bb84450fd518198dda3e1dcb004c56d89fc606a2b1c
17,dqn,4017,balanced,balanced,6.140939597315437,37.5,3.05,9,147,-22.13155439332696,149,2,0,1,0,0,300.0,-11.437500224914402,-0.1625958330194408,-3.731458335393111,-6.800000000000003,34,2,149,0,cab230d66fd23445ced67fe8e7cbef201d1f8ec8ac08f4fee96f629c29180df5,0,results\heldout_approach\dqn_s11\episodes.csv,17,fixed,balanced,13.916107382550337,59.0,6.911666666666667,17,143,-39.673254737251405,149,6,0,1,0,0,300.0,-25.918750568758696,-0.569087501771719,-6.585416666720997,-6.600000000000003,33,0,149,0,cab230d66fd23445ced67fe8e7cbef201d1f8ec8ac08f4fee96f629c29180df5
18,dqn,4018,balanced,balanced,6.987804878048781,60.5,3.82,9,162,-27.03248789508873,164,2,0,1,0,0,300.0,-14.32500040018931,-0.2358208333193034,-5.471666661580096,-7.000000000000004,35,3,164,0,ebd9740e3c5f2bd3843ab36d1054a937487036e5a6e147cedb0e0eebc79b11a0,0,results\heldout_approach\dqn_s11\episodes.csv,18,fixed,balanced,10.893292682926829,48.0,5.955,15,159,-34.58735049138995,164,5,0,1,0,0,300.0,-22.33125049294904,-0.3573500001126377,-5.298749998328278,-6.600000000000003,33,0,164,0,ebd9740e3c5f2bd3843ab36d1054a937487036e5a6e147cedb0e0eebc79b11a0
19,dqn,4019,balanced,balanced,7.673780487804878,46.0,4.195,11,160,-27.685625426461076,164,4,0,1,0,0,300.0,-15.731250426732004,-0.2437499997104167,-4.310625000018628,-7.400000000000004,37,3,164,0,59e0ab425a71114984104e57337109d00700dfb77f52889b6462b68b2034078b,0,results\heldout_approach\dqn_s11\episodes.csv,19,fixed,balanced,15.003048780487806,78.0,8.201666666666666,19,154,-46.48872965675472,164,10,0,1,0,0,300.0,-30.75625050254166,-0.8068541664273653,-8.325624987785714,-6.600000000000003,33,0,164,0,59e0ab425a71114984104e57337109d00700dfb77f52889b6462b68b2034078b
20,dqn,4020,balanced,balanced,7.532467532467533,56.5,3.8666666666666663,12,151,-26.81775452517978,154,3,0,1,0,0,300.0,-14.500000357162207,-0.2296291667276817,-4.48812500128988,-7.600000000000004,38,3,154,0,0810985b1a432cfe294cccbaf8f0d47af1759c91bf460ee46329529af65b120b,0,results\heldout_approach\dqn_s11\episodes.csv,20,fixed,balanced,12.081168831168831,75.5,6.201666666666667,16,149,-36.7561339401749,154,5,0,1,0,0,300.0,-23.256250612437725,-0.4657166667158892,-6.434166661021303,-6.600000000000003,33,0,154,0,0810985b1a432cfe294cccbaf8f0d47af1759c91bf460ee46329529af65b120b
21,dqn,4021,balanced,balanced,7.559027777777778,49.0,3.628333333333333,10,137,-25.547208695833262,144,7,0,1,0,0,300.0,-13.606250362470746,-0.234708333688468,-4.906249999674041,-6.800000000000003,34,4,144,0,9aee2cdd3e9e28bf7f56afde994da08873d861ad0e7a9f390229d9f2ca0ded19,0,results\heldout_approach\dqn_s11\episodes.csv,21,fixed,balanced,10.0,33.0,4.8,14,136,-28.69002540313013,144,8,0,1,0,0,300.0,-18.000000403262675,-0.2602333334398282,-3.829791666427629,-6.600000000000003,33,0,144,0,9aee2cdd3e9e28bf7f56afde994da08873d861ad0e7a9f390229d9f2ca0ded19
22,dqn,4022,balanced,balanced,6.909677419354839,53.0,3.57,13,155,-25.110687836566637,155,0,0,1,0,0,300.0,-13.38750033825636,-0.1998541666005621,-4.32333333170973,-7.200000000000004,36,4,155,0,300cae4c6306bb6a14766f4fc251ad0c98a92bce48c90a2d12bc9e5a491efb64,0,results\heldout_approach\dqn_s11\episodes.csv,22,fixed,balanced,10.441935483870967,54.5,5.395,15,155,-32.393421313336155,155,0,0,1,0,0,300.0,-20.231250488664955,-0.3419625002490646,-5.220208324422129,-6.600000000000003,33,0,155,0,300cae4c6306bb6a14766f4fc251ad0c98a92bce48c90a2d12bc9e5a491efb64
23,dqn,4023,balanced,balanced,5.954022988505747,60.0,3.455,11,174,-25.150858568669346,174,0,0,1,0,0,300.0,-12.9562502251938,-0.2100249999566585,-4.7845833435189,-7.200000000000004,36,4,174,0,90571d2225793ce35aa73126b31ae71caecae43fba0892b178fbac96acbf1128,0,results\heldout_approach\dqn_s11\episodes.csv,23,fixed,balanced,9.155172413793103,48.5,5.31,16,173,-30.75685460559473,174,1,0,1,0,0,300.0,-19.912500435952097,-0.2941458334811611,-3.95020833616145,-6.600000000000003,33,0,174,0,90571d2225793ce35aa73126b31ae71caecae43fba0892b178fbac96acbf1128
24,dqn,4024,balanced,balanced,6.651785714285714,48.0,3.725,10,166,-25.58084202528769,168,2,0,1,0,0,300.0,-13.968750356230885,-0.2089666668449354,-4.403125002211895,-7.000000000000004,35,3,168,0,48c8c2abdd5392aaf268ebd371e6f1915c9f280133b311ae4f1603c7ed0dbba9,0,results\heldout_approach\dqn_s11\episodes.csv,24,fixed,balanced,14.31845238095238,95.0,8.018333333333333,17,162,-48.24980489744777,168,6,0,1,0,0,300.0,-30.0687507269904,-0.8979291665411439,-10.68312500391621,-6.600000000000003,33,0,168,0,48c8c2abdd5392aaf268ebd371e6f1915c9f280133b311ae4f1603c7ed0dbba9
25,dqn,4025,balanced,balanced,6.921383647798742,61.5,3.668333333333333,10,156,-25.79855031486221,159,3,0,1,0,0,300.0,-13.756250314880162,-0.2339666670988662,-5.008333332883195,-6.800000000000003,34,2,159,0,1015a7bf4e660c08472e40c5437da2e6debd5ac13570cb5edb92682a0fa04abe,0,results\heldout_approach\dqn_s11\episodes.csv,25,fixed,balanced,11.40566037735849,55.0,6.045,16,157,-35.151767246505926,159,2,0,1,0,0,300.0,-22.668750579468902,-0.3913499995709573,-5.491666667466051,-6.600000000000003,33,0,159,0,1015a7bf4e660c08472e40c5437da2e6debd5ac13570cb5edb92682a0fa04abe
26,dqn,4026,balanced,balanced,7.242774566473988,58.0,4.178333333333334,10,171,-28.30410459231863,173,2,0,1,0,0,300.0,-15.668750428594649,-0.2651458330619789,-5.57020833066199,-6.800000000000003,34,3,173,0,108fa032d0fb4193250c4212c18d29ae21ab4aed5e75d035afad7a58ee4deacc,0,results\heldout_approach\dqn_s11\episodes.csv,26,fixed,balanced,12.31791907514451,53.5,7.1033333333333335,17,168,-39.57446301564781,173,5,0,1,0,0,300.0,-26.637500518001616,-0.4800875001747044,-5.856874997471466,-6.600000000000003,33,0,173,0,108fa032d0fb4193250c4212c18d29ae21ab4aed5e75d035afad7a58ee4deacc
27,dqn,4027,balanced,balanced,6.260273972602739,37.5,3.046666666666667,9,142,-22.699346143695585,146,4,0,1,0,0,300.0,-11.425000310875475,-0.1605958334068418,-4.11374999941327,-7.000000000000004,35,3,146,0,5f31afb6b76642b195dc4c904238cd393f79afcc6d984f047127a533cc8da3c1,0,results\heldout_approach\dqn_s11\episodes.csv,27,fixed,balanced,9.352739726027398,42.5,4.551666666666667,13,144,-27.83499199706785,146,2,0,1,0,0,300.0,-17.068750329315662,-0.2443666667975776,-3.921875000954605,-6.600000000000003,33,0,146,0,5f31afb6b76642b195dc4c904238cd393f79afcc6d984f047127a533cc8da3c1
28,dqn,4028,balanced,balanced,7.117647058823529,37.5,3.63,12,152,-25.210479457702604,153,1,0,1,0,0,300.0,-13.61250029457733,-0.1961041668691905,-3.801874996256083,-7.600000000000004,38,3,153,0,01ebae7ffde9abac11d92f1256a41ae5523a1d150cedf7ea46812f70ce6f5ada,0,results\heldout_approach\dqn_s11\episodes.csv,28,fixed,balanced,10.120915032679738,50.0,5.163333333333333,14,148,-31.684208823886745,153,5,0,1,0,0,300.0,-19.36250048968941,-0.3458750007041088,-5.375833333493212,-6.600000000000003,33,0,153,0,01ebae7ffde9abac11d92f1256a41ae5523a1d150cedf7ea46812f70ce6f5ada
29,dqn,4029,balanced,balanced,7.352941176470588,55.5,4.166666666666667,12,165,-27.99227530540374,170,5,0,2,0,0,300.0,-15.625000301748514,-0.2414416663668816,-4.72583333728835,-7.400000000000004,37,2,170,0,3ff03a6dc4687135b563530b7313d1d293b78218c9fe848badcca8d0de510fd6,0,results\heldout_approach\dqn_s11\episodes.csv,29,fixed,balanced,12.105882352941176,61.0,6.86,17,161,-39.25878379838689,170,9,0,2,0,0,300.0,-25.725000468548387,-0.5069083338152266,-6.426874996023254,-6.600000000000003,33,0,170,0,3ff03a6dc4687135b563530b7313d1d293b78218c9fe848badcca8d0de510fd6
30,dqn,4030,balanced,balanced,8.254658385093167,59.0,4.43,13,156,-29.65636280432372,161,5,0,2,0,0,300.0,-16.61250030156225,-0.3021958331300992,-5.541666669631377,-7.200000000000004,36,3,161,0,d8cf3e62a69aac5f10a17f5a9ce1ef5f8489dc0161e5e1f59d2522eb006093d7,0,results\heldout_approach\dqn_s11\episodes.csv,30,fixed,balanced,8.847826086956522,40.0,4.748333333333333,12,157,-28.58500465310497,161,4,0,2,0,0,300.0,-17.80625048605725,-0.2489625002475803,-3.9297916668001593,-6.600000000000003,33,0,161,0,d8cf3e62a69aac5f10a17f5a9ce1ef5f8489dc0161e5e1f59d2522eb006093d7
31,dqn,4001,ns_heavy,ns_heavy,7.627962085308057,70.5,5.365,13,204,-33.51150869358023,211,7,0,2,0,0,300.0,-20.11875036591664,-0.4179666655247271,-6.774791662138892,-6.200000000000003,31,6,211,0,49661176c787b94a3f7c7d6ec581e971443314fe1aa7d6d5c7576cf41bd083a7,0,results\heldout_approach\dqn_s11\episodes.csv,31,fixed,ns_heavy,24.66350710900474,140.5,17.348333333333333,48,171,-84.1595545637181,211,40,0,2,0,0,300.0,-58.28125040791929,-3.175387496267651,-16.10291665953118,-6.600000000000003,33,0,211,0,49661176c787b94a3f7c7d6ec581e971443314fe1aa7d6d5c7576cf41bd083a7
32,dqn,4002,ns_heavy,ns_heavy,11.878995433789957,90.0,8.671666666666667,19,206,-48.86068375862596,219,13,0,1,0,0,300.0,-32.51875041844323,-0.7715166675385262,-8.770416672644203,-6.800000000000003,34,5,219,0,359b53678ec225481dcd48743e73462f7f928d9eab339420a3e07b0b22462dae,0,results\heldout_approach\dqn_s11\episodes.csv,32,fixed,ns_heavy,21.75799086757991,122.5,15.883333333333333,36,193,-78.79366255857242,219,26,0,1,0,0,300.0,-55.75625007413328,-2.65720416564218,-13.780208318796946,-6.600000000000003,33,0,219,0,359b53678ec225481dcd48743e73462f7f928d9eab339420a3e07b0b22462dae
33,dqn,4003,ns_heavy,ns_heavy,14.094142259414228,98.0,11.23,27,231,-61.86970491712562,239,8,0,2,0,0,300.0,-42.10625075083226,-1.49532916341559,-11.468125002877782,-6.800000000000003,34,7,239,0,ec52978b783cd054b40e8a8e0b13f8108983635dd8e0a5872c5e5387d541b988,0,results\heldout_approach\dqn_s11\episodes.csv,33,fixed,ns_heavy,24.077405857740587,142.0,19.18166666666667,45,208,-89.27068342053757,239,31,0,2,0,0,300.0,-63.46875006007031,-3.598600001139129,-15.6033333593281,-6.600000000000003,33,0,239,0,ec52978b783cd054b40e8a8e0b13f8108983635dd8e0a5872c5e5387d541b988
34,dqn,4004,ns_heavy,ns_heavy,8.747863247863247,101.0,6.823333333333333,16,224,-44.47748802243588,234,10,0,3,0,0,300.0,-25.58750052424148,-0.638945833755133,-11.651041664439257,-6.600000000000003,33,7,234,0,aaa1b8656750d941b65e59a17e3be92e327285d61629e214c2e59f77ffcd0999,0,results\heldout_approach\dqn_s11\episodes.csv,34,fixed,ns_heavy,22.955128205128204,108.5,17.905,49,196,-82.036851019202,234,38,0,3,0,0,300.0,-61.46250100107864,-2.5351833331857048,-11.439166684937666,-6.600000000000003,33,0,234,0,aaa1b8656750d941b65e59a17e3be92e327285d61629e214c2e59f77ffcd0999
35,dqn,4005,ns_heavy,ns_heavy,9.25952380952381,81.5,6.483333333333333,14,203,-39.09699629526367,210,7,0,1,0,0,300.0,-24.31250045960769,-0.5430375003932566,-7.641458335262727,-6.600000000000003,33,4,210,0,ce98c8d35e0adfed311e50171e1b2fc62732ea3578f217c26a4fa0efcbf9c199,0,results\heldout_approach\dqn_s11\episodes.csv,35,fixed,ns_heavy,21.43095238095238,102.0,15.001666666666669,41,180,-76.06580467513633,210,30,0,1,0,0,300.0,-55.45000050961971,-2.1833041699450413,-11.83249999557156,-6.600000000000003,33,0,210,0,ce98c8d35e0adfed311e50171e1b2fc62732ea3578f217c26a4fa0efcbf9c199
36,dqn,4006,ns_heavy,ns_heavy,8.540723981900452,76.0,6.291666666666667,14,213,-38.68714626444194,221,8,0,2,0,0,300.0,-23.593750428408384,-0.46943750047285,-7.223958335560748,-7.400000000000004,37,4,221,0,5004be780a20ddcd2dc0674f1b6b44035a678e38f90bf189f65263d4081e3a97,0,results\heldout_approach\dqn_s11\episodes.csv,36,fixed,ns_heavy,16.92760180995475,81.5,12.471666666666666,34,200,-63.83877965058422,221,21,0,2,0,0,300.0,-46.76875048642978,-1.4456541671672312,-9.02437499698718,-6.600000000000003,33,0,221,0,5004be780a20ddcd2dc0674f1b6b44035a678e38f90bf189f65263d4081e3a97
37,dqn,4007,ns_heavy,ns_heavy,8.483644859813085,76.5,6.051666666666667,12,208,-38.223483836353246,214,6,0,1,0,0,300.0,-22.69375051511452,-0.5172333337883174,-8.612499987450427,-6.400000000000003,32,6,214,0,a522cf538787597f3be58178ff05e06c3847418e6eac5700cf50946692b1b624,0,results\heldout_approach\dqn_s11\episodes.csv,37,fixed,ns_heavy,23.11682242990654,120.0,16.49,42,184,-82.15284201869726,214,30,0,1,0,0,300.0,-59.19375034421682,-2.8634666642312374,-13.495625010249208,-6.600000000000003,33,0,214,0,a522cf538787597f3be58178ff05e06c3847418e6eac5700cf50946692b1b624
38,dqn,4008,ns_heavy,ns_heavy,7.967980295566503,64.0,5.391666666666667,14,202,-34.36466721049727,203,1,0,2,0,0,300.0,-20.218750544358045,-0.4609166681089846,-7.484999998030256,-6.200000000000003,31,4,203,0,a59ed68ae77c774bf9d3d1a8c84fa4a3165d0c3816201081ba9181a1ee03c737,0,results\heldout_approach\dqn_s11\episodes.csv,38,fixed,ns_heavy,21.24876847290641,105.0,14.38,37,187,-72.27248371718524,203,16,0,2,0,0,300.0,-52.462500371504575,-1.889358333568817,-11.320625012111847,-6.600000000000003,33,0,203,0,a59ed68ae77c774bf9d3d1a8c84fa4a3165d0c3816201081ba9181a1ee03c737
39,dqn,4009,ns_heavy,ns_heavy,8.886877828054299,55.0,6.546666666666667,18,211,-38.51417141081982,221,10,0,2,0,0,300.0,-24.55000058049336,-0.4614624996458584,-6.302708330680615,-7.200000000000004,36,4,221,0,fbd4fd3709f16b4d56a5edd05da72cbce7c98de7373c2a6d777fda566c55b276,0,results\heldout_approach\dqn_s11\episodes.csv,39,fixed,ns_heavy,21.67873303167421,101.0,15.97,46,185,-80.92218789908584,221,36,0,2,0,0,300.0,-58.825000398326665,-2.411562503697496,-13.085624997061668,-6.600000000000003,33,0,221,0,fbd4fd3709f16b4d56a5edd05da72cbce7c98de7373c2a6d777fda566c55b276
40,dqn,4010,ns_heavy,ns_heavy,6.128205128205129,51.5,3.983333333333333,11,192,-27.791342022832385,195,3,0,2,0,0,300.0,-14.937500366009772,-0.2765500007466471,-5.97729165607598,-6.600000000000003,33,7,195,0,581aacf59728bb790e0e99ef01480cf901208dc78450edc878d8557d9c4da475,0,results\heldout_approach\dqn_s11\episodes.csv,40,fixed,ns_heavy,13.697435897435897,70.5,8.905,22,183,-47.042538339611895,195,12,0,2,0,0,300.0,-33.36250083614141,-0.7760791667176816,-6.303958336752841,-6.600000000000003,33,0,195,0,581aacf59728bb790e0e99ef01480cf901208dc78450edc878d8557d9c4da475
41,dqn,4011,ns_heavy,ns_heavy,9.5,90.0,7.125,17,218,-43.0272796766294,225,7,0,2,0,0,300.0,-26.718750515952703,-0.5714458328598991,-8.9370833278168,-6.800000000000003,34,7,225,0,04b27479687dc7d94cc947ab3b417c9e3dc8ad760a1dc46127ec1a46d3e76464,0,results\heldout_approach\dqn_s11\episodes.csv,41,fixed,ns_heavy,22.102222222222224,113.0,16.576666666666668,45,187,-79.97345447102924,225,38,0,2,0,0,300.0,-57.69375028880313,-2.8426208386932554,-12.837083343532864,-6.600000000000003,33,0,225,0,04b27479687dc7d94cc947ab3b417c9e3dc8ad760a1dc46127ec1a46d3e76464
