model_index,avg_waiting_time,avg_queue,throughput,max_waiting_time,phase_changes,forced_changes,not_inserted
0,13.962050045326501,13.028555555555554,183.7888888888889,87.63888888888889,32.78333333333333,5.561111111111111,0.4888888888888889
1,13.528467176492578,12.469037037037037,187.2277777777778,87.375,32.37777777777778,5.938888888888889,0.07777777777777778
2,13.833901373555332,13.005685185185186,185.68333333333334,93.60833333333333,31.56111111111111,6.694444444444445,0.25
