#{"t_start": 1789711133.3632574, "env_id": "None"}
r,l,t
-99.984247,300,2.799124
-180.201459,300,3.86745
-60.04253,300,4.351831
-116.241552,300,5.135743
-95.340959,300,5.915365
-121.847618,300,6.767455
-84.036888,300,7.500393
-76.336717,300,8.072184
-99.802176,300,8.847779
-111.325542,300,9.752597
-119.687709,300,10.666817
-113.553434,300,11.635574
-94.449834,300,12.434414
-109.388542,300,13.267164
-88.981293,300,14.09062
-103.008675,300,14.816565
-144.504892,300,16.046265
-69.567892,300,16.846881
-110.610713,300,17.850622
-83.758109,300,18.649409
-101.453072,300,19.46398
-96.791437,300,20.19931
-90.359947,300,20.899276
-65.064371,300,21.533682
-109.671801,300,22.517789
-89.226534,300,23.099457
-148.961488,300,24.081877
-105.119088,300,24.97922
-117.131297,300,25.814876
-151.563405,300,26.781377
-101.777726,300,27.665059
-93.60018,300,28.332392
-136.77413,300,29.198711
-159.669809,300,30.43235
-71.708139,300,31.116681
-85.687809,300,31.782314
-107.04013,300,32.581276
-113.916013,300,33.29973
-118.76003,300,34.212062
-134.10565,300,35.248803
-80.169467,300,35.814001
-96.687496,300,36.564784
-68.043313,300,37.198025
-127.504339,300,38.064138
-135.607109,300,38.93921
-152.768346,300,39.850057
-54.686963,300,40.535236
-134.740917,300,41.846109
-76.921505,300,42.63142
-95.987342,300,43.350942
-111.179697,300,44.231404
-85.948471,300,44.914077
-193.883959,300,46.182936
-144.678497,300,47.146831
-123.833247,300,48.056977
-94.077563,300,48.795696
-49.066155,300,49.358935
-107.659906,300,50.197805
-87.839601,300,50.931311
-153.542459,300,51.946844
-123.363688,300,52.780341
-100.189234,300,53.465685
-59.352246,300,54.081285
-100.911318,300,54.881391
-93.525943,300,55.646876
-131.246405,300,56.610883
-93.302996,300,57.368877
-135.74965,300,58.461925
-141.079567,300,59.550069
-110.403309,300,60.563575
-78.87753,300,61.399322
-87.071292,300,62.363432
-100.807192,300,63.265677
-94.821417,300,64.246715
-79.037301,300,65.063653
-41.426451,300,65.714603
-55.740351,300,66.443612
-129.119959,300,67.646927
-41.867192,300,68.297798
-136.561956,300,69.365069
-79.147792,300,70.195018
-102.547504,300,71.18023
-49.598771,300,71.853598
-102.670743,300,72.977186
-111.610693,300,74.184641
-74.947868,300,75.08333
-90.039218,300,75.998493
-112.028618,300,77.033401
-119.417455,300,78.434193
-55.824642,300,79.519574
-81.003517,300,80.600176
-102.219576,300,81.734122
-99.445663,300,82.9298
-108.756555,300,84.114908
-93.930505,300,85.128938
-53.196776,300,85.999054
-120.100401,300,87.375558
-63.003488,300,88.410123
-55.381296,300,89.379623
-82.868459,300,90.432734
-89.468076,300,91.562684
-88.684305,300,92.715584
-100.405118,300,93.90571
-77.573317,300,94.93431
-50.368084,300,95.856312
-65.47793,300,96.78626
-70.123472,300,97.728383
-105.589859,300,98.937811
-62.337396,300,99.8625
-72.407955,300,100.872402
-74.868463,300,101.899442
-108.62548,300,103.117464
-82.757938,300,104.030759
-115.122418,300,105.211353
-69.909201,300,106.394062
-76.577701,300,107.745517
-76.048489,300,109.505707
-82.495892,300,111.683624
-46.312334,300,113.48645
-30.11983,300,114.842017
-23.435242,300,116.100614
-39.629742,300,117.949575
-23.032234,300,119.325487
-96.081389,300,121.133076
-129.01983,300,123.402466
-101.636638,300,125.430058
-66.587097,300,127.030485
-41.177934,300,128.684459
-54.367647,300,130.28227
-99.920568,300,132.171469
-83.618855,300,134.570806
-71.622272,300,136.370586
-76.614334,300,138.077531
-81.00938,300,139.862777
-58.578638,300,141.571334
-89.922993,300,143.851827
-90.12328,300,145.811974
-120.066059,300,148.041072
-106.338209,300,150.332925
-30.247184,300,151.962241
-83.487417,300,154.066173
-48.445171,300,155.758185
-73.737088,300,157.771435
-35.55963,300,159.50615
-75.377171,300,161.864324
-55.490388,300,163.852975
-75.814284,300,165.99889
-102.605408,300,168.09839
-36.20693,300,169.866234
-63.521513,300,171.786743
-95.239101,300,173.902495
-67.042084,300,175.779078
-78.574551,300,177.945053
-98.471409,300,179.884923
-71.61033,300,181.535517
-26.711646,300,182.904147
-78.161072,300,184.817781
-108.046097,300,186.916664
-22.080192,300,188.467217
-71.832163,300,190.184688
-42.718367,300,191.689156
-65.82088,300,193.479978
-82.216421,300,195.393538
-48.05145,300,197.070002
-53.281921,300,198.852756
-85.583147,300,201.01122
-83.277076,300,202.97073
-64.396909,300,204.634233
-83.709088,300,206.520797
-72.605647,300,208.397711
-101.121163,300,210.572491
-118.769859,300,213.618942
-40.84998,300,215.171993
-99.158609,300,217.175661
-46.099584,300,218.699748
-109.794135,300,220.796274
-34.353588,300,222.257272
-116.73773,300,224.559704
-39.410209,300,226.095915
-75.822951,300,227.96221
-86.384359,300,229.814094
-67.899842,300,231.537144
-48.232597,300,233.182719
-57.995284,300,234.842944
-83.294451,300,236.6274
-69.850359,300,238.380901
-26.348209,300,239.698371
-46.267346,300,241.302809
-97.825668,300,243.527672
-50.66458,300,245.03493
-110.207655,300,247.040977
-67.502338,300,248.680347
-91.950314,300,250.543676
-87.967326,300,252.339185
-56.633626,300,253.930054
-36.075317,300,255.45334
-71.554255,300,257.142664
-86.172838,300,259.070091
-36.936534,300,260.515261
-60.360476,300,262.072317
-81.100126,300,263.853167
-17.852634,300,265.055425
-90.903942,300,266.792826
-76.053442,300,268.58302
-69.523972,300,270.179415
-59.857913,300,271.74612
-20.978284,300,273.048394
-86.068672,300,274.850847
-94.370088,300,276.754365
-49.068609,300,278.188663
-52.971834,300,279.558818
-79.343092,300,280.681698
-67.866709,300,281.688838
-92.732009,300,283.493316
-46.7326,300,285.001084
-52.078301,300,286.724106
-133.8262,300,288.24929
-57.395959,300,289.152448
-95.280142,300,290.169182
-125.449372,300,291.168122
-38.152834,300,291.767287
-27.3758,300,292.334915
-82.386522,300,293.202334
-37.655713,300,293.83454
-41.892834,300,294.533705
-73.823509,300,295.384186
-72.294447,300,296.018793
-81.298418,300,296.852755
-120.897797,300,297.651747
-28.129175,300,298.167834
-92.43478,300,298.987524
-51.054234,300,299.833563
-104.980884,300,300.768884
-22.430867,300,301.424336
-125.287,300,302.46915
-38.36423,300,303.132277
-107.20828,300,304.035227
-54.862192,300,304.801886
-66.231322,300,305.734923
-80.553001,300,306.649466
-41.717863,300,307.402532
-45.466834,300,308.167331
-73.288442,300,309.051436
-107.208868,300,310.082881
-73.75678,300,310.955064
-37.713292,300,311.66772
-64.628701,300,312.532723
-23.763654,300,313.381052
-92.566151,300,314.416031
-36.489063,300,315.184742
-97.319217,300,318.766461
-88.446722,300,320.514807
-116.137396,300,322.534447
-85.39383,300,324.298851
-20.578388,300,325.5394
-24.710875,300,326.776086
-41.395404,300,328.192695
-71.479305,300,329.675068
-44.855126,300,331.113054
-83.834888,300,332.79945
-83.153067,300,334.603975
-38.121663,300,336.024491
-22.237317,300,337.174061
-115.37853,300,339.27844
-46.287251,300,340.605474
-85.029001,300,342.276001
-60.174109,300,343.794134
-47.154901,300,345.238036
-76.000809,300,347.055928
-43.920417,300,348.477179
-99.306884,300,350.217317
-84.278813,300,351.973214
-39.455988,300,353.434172
-148.814426,300,355.665879
-45.495272,300,356.541031
-39.11523,300,357.32102
-112.975984,300,358.569288
-113.201563,300,359.549627
-40.076001,300,360.22929
-57.641138,300,360.966492
-70.917038,300,361.712646
-20.565617,300,362.769129
-96.055785,300,370.25069
-39.341088,300,371.673636
-102.728422,300,373.538734
-82.814647,300,375.344322
-78.884151,300,377.146792
-24.623413,300,378.462742
-45.980413,300,379.951114
-118.425947,300,381.975656
-44.636417,300,383.461376
-24.062113,300,384.709549
-31.842959,300,386.07849
-44.282692,300,387.531297
-40.8595,300,388.906082
-107.634109,300,390.929649
-93.479563,300,392.776158
-70.267317,300,394.433413
-95.931755,300,396.313035
-22.912221,300,397.483051
-83.496572,300,399.523236
-127.882842,300,401.593504
-72.469851,300,403.287743
-95.552014,300,405.22484
-21.025929,300,406.471619
-64.497609,300,407.971824
-42.207234,300,409.470057
-71.825768,300,411.050084
-36.317455,300,412.439184
-35.559584,300,413.783159
-36.590721,300,415.331866
-26.947613,300,416.564629
-82.348276,300,418.284649
-31.957159,300,419.594017
-44.746859,300,421.047598
-107.845534,300,422.989507
-29.752525,300,424.300709
-37.506305,300,425.705353
-77.474022,300,427.439398
-116.172505,300,429.443563
-84.667805,300,431.276819
-41.441655,300,432.698304
-41.538784,300,433.787327
-79.70763,300,434.887296
-43.41083,300,435.858716
-66.709146,300,437.046527
-64.249193,300,438.615674
-93.641851,300,440.875747
-82.243292,300,442.688889
-44.108609,300,443.65082
-86.390834,300,444.757154
-37.537967,300,445.685808
-26.505709,300,446.883811
-91.243092,300,448.579643
-76.475575,300,450.228135
-73.516034,300,452.094996
-91.721259,300,453.829777
-77.600768,300,455.410682
-126.063901,300,457.266498
-42.243363,300,458.579568
-53.12913,300,460.183581
-110.113555,300,462.439795
-86.381917,300,464.326922
-33.263313,300,465.788391
-64.191367,300,467.453944
-78.382484,300,469.496248
-98.142805,300,471.433149
-58.212296,300,472.94935
-58.446492,300,474.586802
-47.469271,300,476.030852
-71.248825,300,477.736776
-28.07775,300,479.04855
-83.417168,300,480.768772
-95.70533,300,482.672817
-19.670325,300,483.762147
-84.242526,300,485.47299
-82.356113,300,487.144149
-45.965342,300,488.466781
-26.910079,300,489.71055
-42.718871,300,491.115734
-33.130888,300,492.257744
-62.613418,300,493.765688
-57.413751,300,495.155598
-72.642534,300,497.415132
-60.707742,300,499.499869
-105.859854,300,502.22404
-63.218651,300,504.320119
-44.881234,300,506.729455
-74.100792,300,509.07857
-49.668501,300,510.972311
-103.9725,300,513.827707
-58.090897,300,515.645166
-78.650322,300,518.141132
-99.206251,300,521.215263
-49.193917,300,523.390182
-20.842054,300,525.93661
-137.774567,300,528.265111
-55.174142,300,529.803994
-68.065847,300,531.434142
-30.571734,300,532.754564
-97.985671,300,534.603751
-72.696493,300,536.229529
-26.621346,300,537.635914
-75.92258,300,539.27614
-87.245684,300,541.060071
-44.422313,300,542.513802
-67.13128,300,544.165845
-124.895514,300,546.350028
-29.9838,300,547.849962
-87.638426,300,549.776411
-80.860355,300,551.655847
-56.450547,300,553.352833
-58.311493,300,554.907827
-101.49278,300,557.048728
-112.083205,300,559.461075
-43.911605,300,560.910331
-23.39005,300,562.014296
-90.805438,300,563.75658
-72.522288,300,565.373667
-37.019392,300,566.680717
-56.840734,300,568.276692
-83.669063,300,570.022141
-42.339959,300,571.45079
-128.492342,300,573.557324
-37.700921,300,574.895747
-54.648367,300,576.475175
-69.880034,300,578.235713
-97.387163,300,580.184513
-117.125205,300,582.212965
-43.566538,300,583.684351
-65.973551,300,585.347703
-23.701238,300,586.533697
-49.375563,300,587.996276
-113.57568,300,589.93921
-78.213304,300,591.620523
-119.279667,300,593.548444
-82.486451,300,595.636878
-76.984247,300,597.310673
-104.77523,300,599.248101
-103.94268,300,601.115802
-21.703679,300,602.476114
-81.003559,300,604.172069
-74.63658,300,605.731995
-82.045693,300,607.502219
-55.208547,300,609.049065
-25.394721,300,610.336115
-75.26333,300,611.919508
-61.018463,300,613.500431
-40.20223,300,614.878963
-48.960584,300,616.422997
-114.959884,300,618.471457
-50.616963,300,619.91188
-104.842584,300,621.703564
-117.205451,300,623.914467
-105.723588,300,625.763143
-84.679067,300,627.576965
-64.816964,300,629.178508
-48.942805,300,630.7266
-64.730921,300,632.306682
-69.732851,300,634.132067
-171.860638,300,636.6242
-130.317096,300,638.833592
-19.42225,300,639.987007
-62.934492,300,641.630727
-77.642151,300,643.413631
-71.083992,300,645.039864
-59.084443,300,646.667686
-49.29308,300,648.165361
-68.166709,300,649.74517
-96.730168,300,651.61333
-62.787472,300,653.230226
-29.863475,300,654.528787
-23.880084,300,655.715249
-47.376942,300,657.097815
-95.898059,300,658.923901
-93.473138,300,660.708188
-61.915113,300,662.385315
-67.433218,300,664.081306
-68.023717,300,665.723485
-70.74565,300,667.341106
-63.392472,300,668.917986
-93.59963,300,670.796309
-98.594001,300,672.679064
-78.290884,300,674.28094
-59.888743,300,675.763021
-81.432026,300,677.649189
-38.267588,300,679.129541
-128.926538,300,681.105618
-99.219355,300,682.949219
-60.030909,300,684.445888
-82.052851,300,685.389724
-26.109342,300,686.118448
-30.457309,300,686.781573
-47.28763,300,687.496127
-27.939359,300,688.199889
-77.747185,300,689.009585
-55.265976,300,689.846122
-68.542221,300,690.791484
-40.376834,300,691.501034
-23.665417,300,692.186302
-76.316276,300,693.029188
-47.854146,300,693.712388
-62.445355,300,694.507926
-73.272522,300,695.211892
-36.951401,300,695.895613
-96.18436,300,696.820284
-35.32193,300,697.489584
-105.590455,300,698.36749
-51.709592,300,699.087301
-21.170413,300,699.625734
-76.021372,300,700.57826
