#{"t_start": 1789708288.1814442, "env_id": "None"}
r,l,t
-106.726425,300,1.988386
-167.789434,300,2.740816
-75.517804,300,3.071091
-127.057975,300,3.522023
-96.399275,300,3.937896
-193.544458,300,4.502388
-117.099938,300,4.935679
-102.332263,300,5.320765
-144.200021,300,5.852355
-146.426479,300,6.355347
-172.156275,300,6.887559
-143.492679,300,7.420602
-142.076687,300,8.004122
-146.529571,300,8.537281
-132.788792,300,9.104208
-110.356025,300,9.6003
-144.779775,300,10.354432
-120.229583,300,11.171406
-124.342434,300,12.171318
-111.807254,300,13.001988
-150.146742,300,13.753519
-78.103354,300,14.318647
-123.648763,300,14.987507
-98.252125,300,15.508014
-146.235087,300,16.254592
-86.643796,300,16.820858
-174.145009,300,18.058802
-158.415817,300,19.17721
-101.329934,300,19.887199
-166.810829,300,21.130894
-125.018359,300,22.216339
-99.647117,300,23.263519
-151.432008,300,24.147472
-178.016363,300,25.354909
-99.183496,300,26.193962
-74.867767,300,26.972375
-175.700333,300,28.139101
-134.310454,300,29.204399
-136.845329,300,30.266097
-203.932629,300,31.870944
-81.237292,300,32.736616
-135.785054,300,33.703845
-103.2059,300,34.667617
-151.164534,300,35.837342
-166.538283,300,37.195894
-184.112825,300,38.355281
-64.637013,300,39.035276
-160.517642,300,40.338633
-101.416554,300,41.267268
-133.487113,300,42.317247
-133.725229,300,43.261405
-136.43585,300,44.086735
-207.712663,300,45.618831
-182.961734,300,47.020511
-158.958971,300,48.166948
-119.664308,300,49.05026
-73.015608,300,49.603134
-138.88885,300,50.683494
-102.327979,300,51.738443
-176.1438,300,53.336065
-148.270684,300,54.656586
-141.976188,300,55.6781
-67.324329,300,56.339771
-110.504925,300,57.316487
-109.571279,300,58.34904
-157.928938,300,59.617075
-100.52935,300,60.602995
-187.696846,300,61.974615
-147.367909,300,63.152302
-141.504442,300,64.487712
-88.254654,300,65.479846
-129.428029,300,66.535702
-145.524429,300,67.803738
-104.808546,300,69.652447
-73.756763,300,71.334276
-58.362542,300,72.989296
-95.095904,300,74.350996
-150.275413,300,76.568303
-57.378967,300,77.897406
-168.186996,300,79.851143
-117.440205,300,80.950959
-121.676575,300,82.352217
-64.014692,300,83.081567
-137.419396,300,84.098137
-156.945446,300,85.470197
-102.772659,300,86.569794
